calendar_yearmonth,Year_Name,Month_Name,SAID,number_of_Cases,number_of_escalation,number_of_parts_used,number_of_single_visit_missed,number_of_response_missed
201209,2012,9,103973125318,1,0,0,0,0
201209,2012,9,103974278202,1,0,1,0,0
201209,2012,9,103961426012,1,0,0,0,0
201205,2012,5,103857873504,8,0,0,0,0
201207,2012,7,103961388412,2,0,0,0,0
201207,2012,7,103975992901,5,0,1,0,0
201207,2012,7,103857873504,1,0,1,0,0
201208,2012,8,103961388412,4,2,1,0,0
201210,2012,10,103996409897,1,0,1,0,0
201204,2012,4,103964212872,1,0,0,0,0
201210,2012,10,103989546007,1,0,0,0,0
201201,2012,1,107094239273,1,0,0,0,0
201210,2012,10,106003898476,1,0,1,0,0
201204,2012,4,107145174554,2,0,1,0,0
201209,2012,9,107169218706,1,0,0,0,0
201209,2012,9,107155237360,1,0,1,0,0
201112,2011,12,107155237360,2,1,0,0,0
201208,2012,8,106004041335,2,0,2,0,0
201208,2012,8,107155237360,10,0,2,0,0
201209,2012,9,107146394482,1,0,1,0,0
201205,2012,5,107155237360,1,0,0,0,0
201111,2011,11,107146394482,4,0,9,0,0
201207,2012,7,107155237360,1,0,1,0,0
201206,2012,6,107146394482,10,1,0,0,0
201206,2012,6,107145174554,1,0,0,0,0
201210,2012,10,107045755490,1,0,1,0,0
201208,2012,8,107192545525,1,0,0,0,0
201111,2011,11,107182770023,1,0,2,0,0
201208,2012,8,107195159811,1,0,1,0,0
201207,2012,7,106004092485,17,0,7,0,0
201111,2011,11,107114405510,1,0,0,0,1
201203,2012,3,107164138144,3,0,0,0,0
201206,2012,6,107164138144,1,0,0,0,0
201203,2012,3,107182863724,2,0,0,0,0
201206,2012,6,107182863724,1,0,0,0,0
201210,2012,10,107183684082,1,0,1,0,0
201206,2012,6,107194610155,4,0,0,0,0
201210,2012,10,107194686260,2,0,2,0,0
201210,2012,10,107193828308,1,1,0,0,0
201206,2012,6,107196275790,1,0,0,0,0
201202,2012,2,107193828308,1,0,0,0,0
201208,2012,8,107240441964,27,0,0,0,0
201206,2012,6,107240156749,1,0,0,0,0
201206,2012,6,107240527708,17,0,1,0,0
201203,2012,3,107240527708,1,0,1,0,0
201208,2012,8,107210403295,1,0,0,0,0
201209,2012,9,107190393749,2,0,2,0,0
201203,2012,3,107239241795,1,0,0,0,0
201204,2012,4,107133070232,1,0,0,0,0
201209,2012,9,107045138099,2,0,0,0,0
201209,2012,9,107046380201,1,0,1,0,0
201204,2012,4,107193111556,1,0,0,0,0
201208,2012,8,107185256290,1,0,1,0,0
201202,2012,2,107045138099,2,0,0,0,0
201203,2012,3,107197171822,1,0,1,0,0
201202,2012,2,107193111556,2,0,2,0,0
201208,2012,8,107193296751,3,0,0,0,0
201208,2012,8,107190355022,2,0,3,0,0
201202,2012,2,107224659010,1,1,0,0,0
201203,2012,3,107190352124,1,0,0,0,0
201112,2011,12,107189240222,2,2,2,0,0
201203,2012,3,107226057403,1,0,0,0,0
201205,2012,5,107226057403,2,0,1,0,0
201204,2012,4,107226057403,1,0,1,0,1
201201,2012,1,107226141300,1,0,1,0,0
201201,2012,1,107207030646,2,0,2,0,0
201112,2011,12,107207874924,1,0,6,1,1
201203,2012,3,107189240222,1,0,0,0,0
201209,2012,9,107190352124,1,0,1,0,0
201203,2012,3,107190355022,1,0,1,0,0
201205,2012,5,107184626336,3,0,0,0,0
201204,2012,4,107191562757,1,0,1,0,0
201204,2012,4,107192148600,2,0,1,0,0
201207,2012,7,107192560252,1,0,0,0,0
201203,2012,3,107207030646,4,0,0,0,0
201210,2012,10,107226042258,3,0,1,0,0
201205,2012,5,107206690547,1,1,1,0,0
201210,2012,10,107190121005,1,0,0,0,0
201206,2012,6,107190355022,1,0,0,0,0
201210,2012,10,107190702720,2,0,2,0,0
201210,2012,10,107191801736,2,0,0,0,0
201111,2011,11,107239947029,1,0,1,0,0
201206,2012,6,107226057403,1,0,0,0,0
201206,2012,6,107185128391,2,0,7,0,0
201203,2012,3,107185088326,1,0,3,0,0
201208,2012,8,106004091422,1,0,1,0,0
201206,2012,6,107191553534,2,0,0,0,0
201210,2012,10,107191553994,1,0,1,0,0
201206,2012,6,107191563290,1,0,0,0,0
201202,2012,2,107195723068,1,0,0,0,0
201207,2012,7,107193046008,1,0,0,0,0
201207,2012,7,107193785154,1,0,1,1,0
201207,2012,7,107194508333,1,0,2,1,0
201207,2012,7,107194634517,1,0,1,0,0
201207,2012,7,107195723068,1,0,0,0,0
201210,2012,10,107193785154,1,0,0,0,0
201203,2012,3,107194634517,1,0,0,0,0
201203,2012,3,107153775945,1,0,1,0,0
201205,2012,5,107153775945,2,0,0,0,0
201208,2012,8,107153775945,3,1,0,0,0
201207,2012,7,107037111050,1,0,0,0,0
201209,2012,9,107153775945,2,0,0,0,0
201207,2012,7,106004092605,1,0,0,0,0
201112,2011,12,107037111050,1,0,1,0,0
201209,2012,9,106004092605,3,1,1,0,0
201201,2012,1,107153775945,1,0,0,0,0
201112,2011,12,107194913068,1,0,1,0,0
201207,2012,7,107194913068,1,0,1,0,0
201207,2012,7,107193780470,1,0,0,0,0
201202,2012,2,107192549546,1,0,0,0,0
201206,2012,6,107193048013,1,0,0,0,0
201205,2012,5,107155730208,1,0,0,0,0
201202,2012,2,107155730208,2,0,4,0,0
201208,2012,8,107196279871,1,0,1,0,0
201208,2012,8,107196818865,1,0,1,0,0
201202,2012,2,107046398359,1,0,2,0,0
201204,2012,4,107046398359,1,0,0,0,0
201208,2012,8,107046398359,6,0,4,1,1
201111,2011,11,107184830261,2,0,0,0,0
201203,2012,3,107193179850,2,0,2,0,0
201112,2011,12,107185181801,5,0,12,1,0
201111,2011,11,107185181801,5,0,2,0,0
201111,2011,11,107193164021,4,0,3,0,0
201111,2011,11,107193179850,1,0,0,0,0
201210,2012,10,107196278989,1,0,1,0,0
201205,2012,5,107196357683,1,0,0,0,0
201111,2011,11,107196278989,18,2,0,0,0
201207,2012,7,107197696298,1,0,0,0,0
201203,2012,3,107208976199,7,0,7,0,0
201209,2012,9,106004090820,1,0,1,0,0
201209,2012,9,106004092901,11,0,1,1,0
201207,2012,7,106004092901,1,0,1,0,0
201205,2012,5,107145663537,18,6,1,0,0
201207,2012,7,106004090820,1,0,0,0,0
201112,2011,12,107191530935,3,0,0,0,0
201202,2012,2,107184601431,1,0,1,0,0
201205,2012,5,107046239307,24,0,0,0,0
201201,2012,1,107046239307,3,0,2,0,0
201207,2012,7,107184601431,3,0,3,0,0
201210,2012,10,107193855736,1,0,0,0,0
201210,2012,10,107194305009,1,0,1,0,0
201208,2012,8,107193106354,6,0,0,0,0
201208,2012,8,107193855736,1,0,0,0,0
201112,2011,12,107183312564,5,0,0,0,0
201204,2012,4,107193855736,1,0,0,0,0
201201,2012,1,107195693798,1,0,0,0,0
201202,2012,2,107195693798,4,0,4,0,0
201209,2012,9,107193855736,1,1,0,0,0
201112,2011,12,107046239307,4,0,0,0,0
201112,2011,12,107192549256,1,0,1,0,0
201111,2011,11,107193106354,1,0,1,0,0
201201,2012,1,107193855736,6,0,0,0,0
201207,2012,7,107193855736,4,0,2,0,0
201206,2012,6,107046239307,2,1,1,0,0
201201,2012,1,107173652240,3,1,1,1,0
201202,2012,2,107173652240,1,0,0,0,0
201202,2012,2,107173719701,1,0,3,0,0
201112,2011,12,107190300191,1,0,1,0,0
201201,2012,1,107190300191,1,0,1,0,0
201112,2011,12,107190702430,1,0,1,0,0
201207,2012,7,107191705659,1,0,0,0,0
201201,2012,1,107192053414,1,0,0,0,0
201112,2011,12,107192209840,2,0,1,0,0
201207,2012,7,107192209840,1,0,1,0,0
201207,2012,7,107193159920,3,0,1,0,0
201207,2012,7,107193799860,1,0,2,0,0
201209,2012,9,107190702430,1,0,1,0,0
201209,2012,9,107192209840,1,0,1,0,0
201201,2012,1,107193159920,1,0,1,0,0
201112,2011,12,107267334457,1,0,1,0,0
201207,2012,7,107194522758,2,0,3,1,0
201206,2012,6,107194522758,2,0,1,0,0
201210,2012,10,107194522758,2,0,2,0,0
201206,2012,6,107195122216,1,0,1,0,0
201205,2012,5,107132965263,1,0,1,0,0
201207,2012,7,107196893795,1,0,1,0,1
201111,2011,11,107193417367,2,0,0,0,0
201203,2012,3,107267334457,1,0,0,0,0
201205,2012,5,103861880257,1,0,1,0,0
201201,2012,1,107196285096,2,0,3,0,0
201204,2012,4,107194522758,1,0,0,0,0
201204,2012,4,107195122216,1,0,0,0,0
201205,2012,5,107258240163,1,0,2,0,0
201203,2012,3,107192312784,2,0,1,0,0
201206,2012,6,107185171330,3,0,0,0,0
201111,2011,11,107166072283,2,1,3,1,0
201111,2011,11,107045204650,1,0,1,0,0
201202,2012,2,107045204650,9,0,0,0,0
201209,2012,9,107195722465,2,0,2,0,0
201203,2012,3,107267334517,1,1,0,0,0
201111,2011,11,107195722465,1,0,1,0,0
201111,2011,11,107185171330,2,1,0,0,0
201203,2012,3,107195722465,2,0,2,0,0
201111,2011,11,107046243190,1,0,1,0,0
201207,2012,7,107267334517,1,0,0,0,0
201208,2012,8,107195722465,1,0,1,0,0
201207,2012,7,107194461169,1,0,1,0,0
201204,2012,4,107194466942,1,0,0,0,0
201201,2012,1,107046243190,2,0,0,0,0
201112,2011,12,107267334517,1,0,0,0,0
201204,2012,4,107193787160,1,0,1,0,0
201208,2012,8,107193787160,3,0,0,0,0
201208,2012,8,107194157715,1,0,0,0,0
201206,2012,6,107193794437,1,0,0,0,0
201210,2012,10,107194157715,6,0,0,0,0
201111,2011,11,107192148600,1,1,0,0,0
201112,2011,12,107193860068,1,0,0,0,0
201207,2012,7,107209128102,10,0,3,0,0
201207,2012,7,107210914624,1,0,0,0,0
201207,2012,7,107196329209,3,0,2,0,0
201208,2012,8,107185213300,1,0,0,0,0
201206,2012,6,107261127148,2,0,2,0,0
201201,2012,1,107048044708,1,0,0,0,0
201201,2012,1,107194913068,2,0,1,0,0
201208,2012,8,107193048013,3,0,3,0,0
201204,2012,4,107261127148,1,0,0,0,0
201203,2012,3,107194913068,1,0,0,0,0
201111,2011,11,107196923875,1,0,1,0,0
201203,2012,3,107196329209,1,0,0,0,0
201111,2011,11,107197736543,10,1,0,0,0
201111,2011,11,107165125511,1,0,1,0,0
201203,2012,3,107165166102,6,0,1,0,0
201111,2011,11,107196940098,1,0,1,0,0
201204,2012,4,107208142502,2,0,1,0,0
201205,2012,5,107165166102,3,0,2,0,0
201208,2012,8,107210871607,1,0,1,0,0
201201,2012,1,107196923875,2,0,2,0,0
201201,2012,1,107196940098,3,0,0,0,0
201208,2012,8,107046214336,1,0,0,0,0
201111,2011,11,107046214336,2,0,2,0,0
201203,2012,3,107046214336,1,0,0,0,0
201210,2012,10,107184615404,1,0,1,0,0
201210,2012,10,107196349123,1,0,1,0,0
201204,2012,4,107046214336,1,0,0,0,0
201112,2011,12,107194517616,2,0,0,0,0
201207,2012,7,107194517616,1,0,0,0,0
201204,2012,4,107046239000,1,0,0,0,0
201206,2012,6,107184615404,1,0,0,0,0
201202,2012,2,107184908715,1,0,1,0,0
201207,2012,7,107046214336,1,1,0,0,0
201207,2012,7,107046886679,2,0,0,0,0
201202,2012,2,107046214336,1,0,0,0,0
201201,2012,1,107048102469,2,0,1,0,0
201204,2012,4,107196873700,1,0,1,0,0
201210,2012,10,107194517616,1,0,0,0,0
201210,2012,10,107210159174,1,1,2,0,0
201210,2012,10,107210382908,1,0,1,0,0
201203,2012,3,107211014271,1,0,0,0,0
201203,2012,3,107196873700,1,0,0,0,0
201206,2012,6,107241461526,2,0,1,0,0
201208,2012,8,107195756872,1,0,2,0,0
201209,2012,9,107195159811,2,0,2,0,0
201209,2012,9,107195756872,1,0,0,0,0
201203,2012,3,107195159811,1,0,1,0,0
201111,2011,11,107195159811,1,0,0,0,0
201202,2012,2,107045755490,1,0,0,0,0
201201,2012,1,107045755490,3,0,1,0,0
201205,2012,5,107195159811,1,0,0,0,0
201204,2012,4,107193557157,72,0,0,0,0
201206,2012,6,107045755490,1,0,1,0,0
201204,2012,4,107195159811,3,0,2,0,0
201210,2012,10,107195159811,1,0,4,0,0
201210,2012,10,107195699134,2,0,1,0,0
201210,2012,10,107195756872,1,0,2,0,0
201210,2012,10,107196813508,1,0,1,0,0
201202,2012,2,107195156400,5,0,3,0,0
201202,2012,2,107195159811,3,0,2,0,0
201206,2012,6,103471862034,1,0,1,0,0
201210,2012,10,103471862034,1,0,1,0,0
201204,2012,4,103471862034,1,0,0,0,0
201205,2012,5,103471862034,1,0,1,0,0
201111,2011,11,103471862034,1,1,3,0,0
201112,2011,12,103471862034,1,0,0,0,0
201206,2012,6,107094239273,1,0,0,0,0
201204,2012,4,107185602355,1,0,2,0,0
201210,2012,10,107185602355,2,0,1,0,0
201205,2012,5,107147093966,2,0,2,0,0
201112,2011,12,107147093966,1,1,0,0,1
201207,2012,7,107147093966,1,0,0,0,0
201112,2011,12,107094239273,1,0,0,0,0
201201,2012,1,107147093966,2,0,1,0,0
201202,2012,2,107147093966,1,0,0,0,0
201209,2012,9,107170607203,8,0,4,0,0
201208,2012,8,107147093966,1,0,1,0,1
201205,2012,5,107175069957,2,0,0,0,0
201203,2012,3,107175069957,1,0,0,0,0
201209,2012,9,107120721671,3,0,0,0,0
201210,2012,10,107087471021,1,0,0,0,0
201206,2012,6,103970542607,1,0,1,0,0
201207,2012,7,103955070873,1,0,0,0,0
201208,2012,8,104002319289,1,0,0,0,0
201204,2012,4,103692328830,6,0,5,0,0
201209,2012,9,104004292347,1,0,1,0,0
201206,2012,6,107060218100,5,0,7,0,0
201207,2012,7,106024478401,3,0,1,0,0
201208,2012,8,106022656873,1,0,1,0,0
201208,2012,8,106022775320,1,0,1,0,0
201209,2012,9,107191890792,2,0,2,0,0
201111,2011,11,107196350184,1,0,0,0,0
201204,2012,4,107194511230,7,0,0,0,0
201207,2012,7,107184789535,1,0,2,0,0
201201,2012,1,107185017585,8,0,0,0,0
201111,2011,11,107087454809,2,0,2,0,0
201208,2012,8,107095165281,1,0,0,0,0
201208,2012,8,107087454809,1,0,0,0,0
201207,2012,7,107087463441,6,0,1,0,0
201111,2011,11,107087463441,3,0,0,0,0
201205,2012,5,107150025818,3,0,0,0,0
201205,2012,5,107150028596,2,1,5,1,0
201210,2012,10,106010242891,13,0,0,0,0
201208,2012,8,107192507329,1,1,0,0,0
201210,2012,10,107192507329,1,0,1,0,0
201203,2012,3,107195716080,1,0,1,0,0
201210,2012,10,107195578809,1,0,1,0,0
201206,2012,6,107196289757,3,0,0,0,0
201207,2012,7,107184829950,2,0,2,0,0
201207,2012,7,107185164582,1,0,0,0,0
201207,2012,7,107195572296,1,0,0,0,0
201209,2012,9,107185164582,1,0,1,0,0
201111,2011,11,107192119567,2,0,2,0,0
201207,2012,7,107193106354,3,0,0,0,0
201203,2012,3,107193855736,2,0,1,0,0
201202,2012,2,107046239307,1,0,0,0,0
201207,2012,7,107046239307,1,0,1,0,0
201202,2012,2,107174765502,1,0,1,0,0
201205,2012,5,107168116381,2,0,2,0,0
201209,2012,9,107188406732,1,0,2,0,0
201207,2012,7,107204779817,4,0,0,0,0
201207,2012,7,107204908309,2,0,0,0,0
201204,2012,4,107230057162,1,0,1,0,0
201209,2012,9,107229663883,1,0,1,0,0
201201,2012,1,107230937325,2,0,1,0,0
201202,2012,2,107231858881,5,0,1,0,0
201204,2012,4,107232317897,1,0,0,0,0
201201,2012,1,107232570917,1,0,1,0,0
201202,2012,2,107232969105,5,0,1,0,0
201204,2012,4,107232035348,1,0,1,0,0
201206,2012,6,107231858881,1,0,0,0,0
201210,2012,10,107267334457,3,0,0,0,0
201201,2012,1,103861880257,8,0,0,0,0
201205,2012,5,107193357990,2,0,0,0,0
201204,2012,4,107267334457,1,0,0,0,0
201208,2012,8,107194522758,2,0,0,0,0
201112,2011,12,107186234801,1,0,1,0,0
201112,2011,12,107186243148,2,0,1,0,0
201201,2012,1,107186351926,2,0,0,0,0
201207,2012,7,107172066556,4,0,0,0,0
201207,2012,7,107173726262,1,0,0,0,0
201204,2012,4,107173652240,1,0,0,0,0
201210,2012,10,107172066556,1,0,0,0,0
201206,2012,6,107172829238,1,0,0,0,0
201210,2012,10,107173719701,2,0,2,0,0
201204,2012,4,107175208318,1,0,0,0,0
201206,2012,6,107191563060,1,0,0,0,0
201206,2012,6,107205260767,1,0,0,0,0
201209,2012,9,107204885940,2,0,1,0,0
201209,2012,9,107206627158,1,0,1,0,0
201203,2012,3,107207011838,1,0,1,0,0
201209,2012,9,107207011838,1,1,0,0,0
201203,2012,3,107207123477,1,0,0,0,0
201209,2012,9,107207707876,1,0,0,0,0
201202,2012,2,107225446060,3,0,0,0,0
201112,2011,12,107189392943,1,0,0,0,0
201201,2012,1,107189392943,1,0,0,0,0
201112,2011,12,107190584662,3,0,0,0,0
201112,2011,12,107190639707,2,0,1,0,0
201201,2012,1,107226023960,3,0,3,0,0
201202,2012,2,107226023960,2,0,0,0,0
201201,2012,1,107226610165,2,0,1,0,0
201201,2012,1,107226838684,1,0,0,0,0
201206,2012,6,107207011838,4,0,0,0,0
201112,2011,12,107206627158,3,0,1,0,0
201201,2012,1,107207011838,1,1,2,1,1
201112,2011,12,107207272830,1,0,0,0,0
201204,2012,4,107191463771,1,0,0,0,0
201202,2012,2,107191563060,2,0,2,0,0
201207,2012,7,107191563060,1,0,1,0,0
201204,2012,4,107191898500,6,0,1,0,0
201201,2012,1,107207707876,1,0,0,0,0
201112,2011,12,107226957710,4,0,4,0,0
201208,2012,8,107191976186,1,0,1,0,0
201208,2012,8,107207707876,1,0,0,0,0
201206,2012,6,107226023960,1,0,1,0,0
201205,2012,5,107164135536,2,0,1,0,0
201208,2012,8,107164135536,1,0,0,0,0
201203,2012,3,107244327225,1,0,1,0,0
201205,2012,5,107244327225,1,0,0,0,0
201203,2012,3,107234555371,1,0,0,0,0
201210,2012,10,107216566160,3,0,2,0,0
201207,2012,7,107133070232,3,0,0,0,0
201206,2012,6,107045138099,1,0,0,0,0
201111,2011,11,107045138099,1,0,1,0,0
201111,2011,11,107046380201,1,0,0,0,0
201207,2012,7,107046380201,1,0,2,0,0
201206,2012,6,107194471274,1,0,0,0,0
201203,2012,3,107195711527,1,0,1,0,0
201207,2012,7,107196282198,3,0,3,0,0
201208,2012,8,106029574807,5,0,4,1,0
201210,2012,10,106031554810,2,1,0,0,0
201210,2012,10,106000444102,1,0,1,0,0
201208,2012,8,106008442284,1,0,0,0,0
201208,2012,8,106008957404,1,0,2,0,0
201207,2012,7,106008442284,3,0,1,0,0
201207,2012,7,106009091467,1,0,1,0,0
201209,2012,9,107232611065,1,0,0,0,0
201112,2011,12,107244464703,1,0,1,0,0
201201,2012,1,107244464703,4,0,0,0,0
201205,2012,5,107232077275,59,0,0,0,0
201210,2012,10,107214743065,5,0,0,0,0
201204,2012,4,107194634517,1,0,0,0,0
201206,2012,6,107194634517,1,0,1,0,0
201210,2012,10,107194634517,2,0,0,0,0
201210,2012,10,107195723068,1,0,1,0,0
201208,2012,8,107193046008,4,0,0,0,0
201208,2012,8,107193785154,2,0,1,0,0
201205,2012,5,107194634517,2,0,0,0,0
201208,2012,8,107194634517,2,0,1,0,0
201205,2012,5,107195723068,3,0,0,0,0
201209,2012,9,107194634517,1,0,1,0,0
201209,2012,9,107195723068,1,0,0,0,0
201209,2012,9,107196942393,1,1,2,0,0
201208,2012,8,107196795822,1,0,0,0,0
201208,2012,8,107196880108,1,0,0,0,0
201203,2012,3,107196942393,1,0,1,0,0
201208,2012,8,107196942393,4,0,3,0,0
201206,2012,6,107040499734,2,0,2,0,0
201205,2012,5,107196942393,2,0,0,0,0
201112,2011,12,107211591838,1,0,0,0,0
201209,2012,9,107197145167,14,0,2,0,0
201209,2012,9,107197646030,2,0,0,0,0
201206,2012,6,107202866950,1,0,1,0,0
201208,2012,8,107233624740,1,0,0,0,0
201209,2012,9,107234798004,1,0,0,0,0
201207,2012,7,107217721791,1,0,0,0,0
201208,2012,8,107268900440,1,0,0,0,0
201112,2011,12,107192549546,1,0,0,0,0
201207,2012,7,107268900440,2,0,4,0,0
201208,2012,8,107234849351,1,0,1,0,0
201201,2012,1,107071355267,1,0,1,1,0
201112,2011,12,107251939523,4,0,3,0,0
201210,2012,10,107071355267,2,0,3,0,0
201209,2012,9,107242859366,1,0,1,0,0
201206,2012,6,107242787299,2,0,0,0,0
201112,2011,12,107185398096,1,0,1,0,0
201201,2012,1,107185398096,1,0,1,0,0
201207,2012,7,107185398096,2,0,0,0,0
201204,2012,4,107046228309,1,0,0,0,0
201202,2012,2,107208547452,1,0,0,0,0
201208,2012,8,107208547452,2,1,2,0,0
201201,2012,1,107209537088,1,0,1,0,0
201206,2012,6,107208161824,1,0,1,0,0
201205,2012,5,107208547452,1,0,1,0,0
201206,2012,6,107208981680,1,0,0,0,0
201201,2012,1,107208981680,2,0,0,0,0
201202,2012,2,107208981680,4,0,6,1,0
201111,2011,11,107209098772,1,0,0,0,0
201202,2012,2,107210430263,8,0,4,0,0
201208,2012,8,107210871470,1,0,0,0,0
201207,2012,7,107187087101,3,0,2,0,0
201203,2012,3,107240864446,3,0,0,0,0
201203,2012,3,107209537088,1,0,1,0,0
201203,2012,3,107069280418,1,0,0,0,0
201206,2012,6,107069293711,1,0,1,0,0
201206,2012,6,107069280418,1,0,1,0,0
201202,2012,2,107070959916,4,0,1,0,0
201202,2012,2,107232393020,3,0,1,0,0
201206,2012,6,107218169427,1,0,1,0,0
201206,2012,6,107214004379,3,0,0,0,0
201206,2012,6,107215172570,1,0,0,0,0
201208,2012,8,107232393020,1,0,0,0,0
201112,2011,12,107245745574,1,0,0,0,0
201112,2011,12,107245877844,1,0,0,0,0
201207,2012,7,107245877844,1,0,0,0,0
201209,2012,9,107193828308,1,0,0,0,0
201205,2012,5,106000236846,2,0,0,0,0
201204,2012,4,107069362240,1,0,1,0,0
201209,2012,9,107069362240,1,0,2,0,0
201206,2012,6,106006341461,2,1,0,0,0
201207,2012,7,107069362240,1,0,0,0,1
201201,2012,1,107221633530,3,0,2,0,0
201206,2012,6,106008684478,2,1,0,0,0
201208,2012,8,106008684478,3,0,3,0,0
201203,2012,3,107213772308,5,0,0,0,0
201205,2012,5,107213772308,1,0,0,0,0
201205,2012,5,107214013361,1,0,1,0,0
201205,2012,5,107232077855,1,0,0,0,0
201208,2012,8,107214013361,1,0,1,0,0
201202,2012,2,107234218633,1,0,1,0,0
201112,2011,12,107214013361,3,0,3,0,0
201201,2012,1,107214013361,1,0,1,0,0
201208,2012,8,107208976199,1,0,2,0,0
201201,2012,1,107209112130,1,0,0,0,0
201202,2012,2,107209112130,1,0,0,0,0
201206,2012,6,107208976199,1,0,0,0,0
201203,2012,3,107209102901,1,0,0,0,0
201208,2012,8,107211546424,1,0,1,0,0
201112,2011,12,107211621278,1,0,2,1,0
201111,2011,11,107211621278,2,1,0,0,0
201203,2012,3,107244711076,2,0,0,0,0
201205,2012,5,107234567902,2,0,5,0,0
201209,2012,9,107217878736,1,0,0,0,0
201209,2012,9,107217913898,1,0,1,0,0
201209,2012,9,107243106114,1,0,0,0,0
201206,2012,6,107217568496,1,0,0,0,0
201210,2012,10,107217878736,5,0,0,0,0
201210,2012,10,107218471675,4,0,2,0,0
201205,2012,5,107243106114,4,0,5,2,0
201204,2012,4,107234567902,1,0,0,0,0
201201,2012,1,107234797855,2,0,1,0,0
201202,2012,2,107234797855,1,0,0,0,0
201201,2012,1,107252146776,8,0,4,2,1
201204,2012,4,107072644594,1,0,1,0,0
201112,2011,12,107252146776,1,0,1,0,0
201111,2011,11,107186676255,1,0,0,0,0
201111,2011,11,107170607143,1,0,1,0,0
201201,2012,1,107173646965,1,0,1,0,0
201210,2012,10,107148871986,1,0,1,0,0
201111,2011,11,107174766105,3,0,0,0,0
201202,2012,2,107188320249,1,0,1,0,0
201204,2012,4,107190121005,1,0,0,0,0
201202,2012,2,107190352124,6,0,1,1,0
201207,2012,7,107159929740,1,0,0,0,0
201111,2011,11,107212853967,1,0,1,0,0
201201,2012,1,107087463441,3,0,3,0,0
201208,2012,8,106012416964,1,0,0,0,0
201111,2011,11,107230073712,1,0,1,0,0
201208,2012,8,107136503246,1,0,0,0,0
201209,2012,9,107231145520,2,0,2,0,1
201209,2012,9,107231281810,1,0,0,1,0
201207,2012,7,107214779778,3,0,0,0,0
201207,2012,7,107214781321,1,0,0,0,0
201203,2012,3,107214099931,1,0,0,0,0
201208,2012,8,107231281810,1,1,0,0,0
201208,2012,8,107231145520,1,0,0,0,0
201202,2012,2,107231145520,1,0,0,0,0
201206,2012,6,107217769415,1,0,0,0,0
201210,2012,10,107217769415,6,3,0,0,0
201210,2012,10,107218588638,1,0,1,0,0
201205,2012,5,107214819800,2,0,2,0,0
201205,2012,5,107218588638,2,0,1,0,0
201112,2011,12,107227675422,1,0,1,0,0
201201,2012,1,107227675422,2,0,0,0,0
201206,2012,6,107228370305,1,0,1,0,0
201210,2012,10,107228370305,1,0,1,0,0
201210,2012,10,107229841793,1,0,0,0,0
201206,2012,6,107213477147,4,0,1,0,0
201206,2012,6,107214162374,4,0,5,0,0
201204,2012,4,107232050595,1,0,0,0,0
201111,2011,11,107233278975,3,0,5,1,0
201111,2011,11,107230656359,1,0,1,0,0
201111,2011,11,107270037145,2,0,1,0,0
201209,2012,9,107270037145,3,0,2,0,0
201208,2012,8,107270037145,1,0,0,0,0
201208,2012,8,107241915890,1,1,0,0,0
201210,2012,10,107241915890,1,0,0,0,0
201208,2012,8,107242839435,1,0,1,0,0
201201,2012,1,107242839435,4,0,0,0,0
201206,2012,6,107215895067,1,0,0,0,0
201210,2012,10,107215901945,1,0,0,0,0
201206,2012,6,107218601043,2,0,0,0,0
201210,2012,10,107218849263,3,0,2,0,0
201207,2012,7,107097359115,1,0,1,0,0
201202,2012,2,107088710261,7,0,0,0,0
201210,2012,10,107230302756,1,0,0,0,0
201112,2011,12,107214099641,1,0,1,0,0
201111,2011,11,107231905304,1,0,1,0,0
201206,2012,6,107231391963,1,0,1,0,0
201210,2012,10,107231905304,1,0,0,0,0
201210,2012,10,107214099641,1,0,0,0,0
201206,2012,6,106012367786,2,0,1,0,0
201210,2012,10,106011985750,10,0,5,0,0
201207,2012,7,107233303851,1,0,1,0,0
201201,2012,1,107234218343,1,0,1,0,0
201201,2012,1,107234542598,11,0,1,0,0
201210,2012,10,107246811876,5,0,1,0,0
201208,2012,8,107214030974,4,0,1,0,0
201111,2011,11,107214030974,1,0,0,0,0
201206,2012,6,107214030974,1,1,0,0,0
201208,2012,8,107217608008,4,0,0,0,0
201201,2012,1,107241966700,1,0,0,0,0
201112,2011,12,107216781213,1,0,1,0,0
201201,2012,1,107217897024,1,0,0,0,0
201208,2012,8,107228068747,17,0,0,0,0
201202,2012,2,107216378894,2,0,0,0,0
201210,2012,10,107241879266,1,0,0,0,0
201203,2012,3,107208398176,1,0,0,0,0
201203,2012,3,107208621600,1,1,0,0,0
201111,2011,11,107213832424,1,0,1,0,0
201111,2011,11,107214787128,12,0,5,0,0
201111,2011,11,107215318430,1,0,0,0,0
201209,2012,9,107232645302,1,0,1,0,0
201202,2012,2,107232645302,1,0,3,0,0
201202,2012,2,107244687662,3,0,1,0,0
201204,2012,4,107244950881,3,0,2,1,0
201205,2012,5,107234297584,1,0,0,0,0
201208,2012,8,107217861581,3,0,0,0,0
201112,2011,12,107218587001,1,0,0,0,0
201111,2011,11,107232590618,9,0,0,0,0
201201,2012,1,107233651078,10,1,3,0,0
201111,2011,11,107215916964,1,0,1,1,0
201204,2012,4,107182790244,1,0,0,0,0
201206,2012,6,107241849680,2,0,2,0,0
201207,2012,7,107190355022,1,0,1,0,0
201207,2012,7,107217861581,1,0,1,0,0
201207,2012,7,107193787160,1,0,0,0,0
