calendar_yearmonth,Year_Name,Month_Name,SAID,number_of_Cases,number_of_escalation,number_of_parts_used,number_of_single_visit_missed,number_of_response_missed
201112,2011,12,102701420794,1,0,0,0,0
201205,2012,5,102644948190,2,0,1,0,0
201201,2012,1,102575686090,1,0,0,0,0
201204,2012,4,102671556803,1,0,1,0,0
201205,2012,5,102767558311,5,0,3,0,0
201208,2012,8,102767558311,1,0,0,0,0
201112,2011,12,102767558311,1,0,1,0,1
201210,2012,10,102767558311,2,0,0,0,0
201203,2012,3,102611923020,3,0,6,2,0
201205,2012,5,102646473353,1,0,1,0,0
201112,2011,12,102700485930,6,0,0,0,0
201208,2012,8,102700485930,4,0,0,0,0
201207,2012,7,102614757153,3,0,0,0,0
201208,2012,8,102610331760,2,0,0,0,0
201112,2011,12,102622113840,1,0,0,0,0
201205,2012,5,102620859274,1,0,0,0,0
201210,2012,10,102620783766,2,0,1,0,0
201210,2012,10,102620859274,1,0,6,0,1
201208,2012,8,102619845525,2,0,1,0,0
201208,2012,8,102620859274,1,0,1,0,0
201202,2012,2,102620859274,16,0,0,0,0
201207,2012,7,102620783766,4,0,40,0,0
201207,2012,7,102620859274,2,0,2,0,0
201206,2012,6,102620859274,4,0,3,0,0
201208,2012,8,102620783766,1,0,0,0,0
201111,2011,11,102620859274,2,0,0,0,0
201203,2012,3,102682856623,3,0,0,0,0
201203,2012,3,102620804853,1,0,1,0,0
201208,2012,8,102619827540,3,0,0,0,0
201210,2012,10,102619827540,2,0,2,0,0
201210,2012,10,102619912919,1,0,0,0,0
201209,2012,9,102619827540,1,0,1,0,0
201209,2012,9,102620804853,1,0,1,0,0
201208,2012,8,102693020497,1,0,0,0,0
201112,2011,12,102679303332,1,0,0,0,0
201209,2012,9,102679303332,2,0,0,0,0
201203,2012,3,102628182351,3,0,0,0,0
201203,2012,3,102628776702,3,0,0,0,0
201112,2011,12,102628776702,1,0,1,0,0
201208,2012,8,102628776702,2,0,5,1,1
201111,2011,11,102519321618,1,0,1,0,0
201204,2012,4,102792387703,3,0,3,0,0
201210,2012,10,102693564470,1,0,1,0,0
201204,2012,4,102619825184,1,0,0,0,0
201204,2012,4,102619921108,1,0,1,0,0
201209,2012,9,102693564470,2,0,4,0,1
201205,2012,5,102693564470,1,0,0,0,0
201206,2012,6,102682146040,1,0,0,0,0
201203,2012,3,102699010577,2,2,1,0,0
201112,2011,12,102789722549,1,0,0,0,0
201202,2012,2,102683234705,10,0,10,0,0
201205,2012,5,102683975040,1,0,1,0,0
201206,2012,6,102683975040,2,0,0,0,0
201202,2012,2,102683975040,29,0,0,0,0
201204,2012,4,102683975040,2,0,0,0,0
201210,2012,10,102608827958,1,1,1,0,1
201201,2012,1,102638495390,7,0,3,0,1
201111,2011,11,102491189608,4,0,0,0,0
201205,2012,5,102491318537,1,0,0,0,0
201201,2012,1,102609968141,2,1,0,0,0
201111,2011,11,102603065024,1,0,1,0,0
201206,2012,6,102491318537,2,0,2,0,0
201112,2011,12,102609968141,19,0,13,0,0
201203,2012,3,102639526224,11,0,3,0,0
201112,2011,12,102491318537,1,0,0,0,0
201205,2012,5,102633305605,3,0,0,0,0
201210,2012,10,102608197799,1,0,0,0,0
201206,2012,6,102608220200,2,0,1,0,0
201111,2011,11,102603479493,5,0,2,0,0
201205,2012,5,102608173787,1,0,1,0,0
201112,2011,12,102603479493,4,0,1,0,0
201208,2012,8,102609111080,1,0,1,0,0
201205,2012,5,102639246507,2,0,2,0,0
201111,2011,11,102608173787,1,0,3,0,0
201201,2012,1,102638446776,1,0,1,0,0
201210,2012,10,102638446776,1,0,1,0,0
201204,2012,4,102608197799,1,0,0,0,0
201204,2012,4,102619122749,1,0,1,0,0
201207,2012,7,102619122749,2,0,4,0,0
201207,2012,7,102619701654,1,0,0,0,0
201202,2012,2,102620843132,3,0,1,0,0
201204,2012,4,102620843132,1,0,1,0,0
201205,2012,5,102620843132,2,0,1,0,0
201208,2012,8,102615162427,2,0,2,0,0
201112,2011,12,102610886391,1,0,0,0,0
201202,2012,2,102615997209,1,0,1,0,0
201208,2012,8,102622805928,13,2,11,0,0
201203,2012,3,102619095107,1,0,0,0,0
201208,2012,8,102619880473,1,0,0,0,0
201210,2012,10,102620251800,4,0,9,1,0
201206,2012,6,102620317656,2,0,0,0,0
201202,2012,2,102521979606,1,0,0,0,0
201205,2012,5,102620251800,1,0,1,0,0
201111,2011,11,102620251800,3,0,2,0,0
201206,2012,6,102620251800,3,1,0,0,0
201208,2012,8,102620251800,1,0,0,0,0
201208,2012,8,102693564530,1,0,0,0,0
201202,2012,2,102620251800,1,0,1,0,0
201208,2012,8,102682863830,1,0,1,0,0
201112,2011,12,102682863830,1,0,1,0,0
201203,2012,3,102659106512,1,0,0,0,0
201209,2012,9,102659106512,1,0,0,0,0
201204,2012,4,102659106512,2,0,2,0,0
201208,2012,8,102659106512,1,0,1,0,0
201203,2012,3,102659534076,2,0,1,0,0
201111,2011,11,102659534076,1,0,2,0,0
201210,2012,10,102729213790,1,0,1,0,0
201201,2012,1,102576244201,1,0,1,0,0
201206,2012,6,102720782568,1,0,0,0,0
201210,2012,10,102720782568,1,0,0,0,0
201210,2012,10,102720790898,3,0,3,0,0
201206,2012,6,102720790898,1,0,1,0,0
201206,2012,6,102694489888,2,0,2,0,0
201201,2012,1,102694489888,2,0,2,0,0
201210,2012,10,102694489888,1,0,0,0,0
201206,2012,6,102744277840,4,0,2,0,0
201203,2012,3,102693564470,1,0,0,0,0
201203,2012,3,102722080787,2,0,1,0,0
201206,2012,6,102740861424,1,0,0,0,0
201204,2012,4,102659388404,1,0,0,0,0
201112,2011,12,102740861424,1,0,1,1,0
201208,2012,8,102620547209,2,0,2,0,0
201111,2011,11,102620357868,36,0,0,0,0
201111,2011,11,102620790513,3,0,5,0,0
201202,2012,2,102620790513,1,0,0,0,0
201202,2012,2,102620856146,5,0,1,1,0
201209,2012,9,102620790513,1,0,0,0,0
201202,2012,2,102670283770,1,0,1,0,0
201210,2012,10,102620790513,1,0,0,0,0
201208,2012,8,102646836212,1,1,0,0,0
201206,2012,6,102679211400,7,0,1,0,0
201210,2012,10,102679211400,1,0,0,0,1
201206,2012,6,102679235636,2,2,1,0,0
201112,2011,12,102679211400,1,0,1,0,0
201112,2011,12,102628132554,1,0,0,0,0
201210,2012,10,102637924660,2,0,0,0,0
201204,2012,4,102519454590,2,0,1,0,0
201208,2012,8,102679211400,7,0,0,0,0
201208,2012,8,102679235636,1,0,0,0,0
201201,2012,1,102679211400,2,0,0,0,0
201111,2011,11,102576251069,1,0,1,0,0
201205,2012,5,102576251069,3,0,3,0,0
201208,2012,8,102582627469,1,0,1,0,0
201203,2012,3,102614962321,1,0,0,0,0
201202,2012,2,102622141701,1,0,0,0,0
201111,2011,11,102609928680,1,0,1,0,0
201205,2012,5,102633141693,1,0,1,0,0
201203,2012,3,102633299460,2,0,3,0,0
201209,2012,9,102692159595,1,0,0,0,0
201209,2012,9,102693564607,1,0,1,0,0
201201,2012,1,102693564607,1,0,0,0,0
201205,2012,5,102620833837,1,0,0,0,0
201207,2012,7,102521991079,1,0,0,0,0
201204,2012,4,102620319141,2,0,0,0,0
201112,2011,12,102620319141,3,0,4,0,0
201112,2011,12,102522634720,1,0,1,0,0
201204,2012,4,102522634720,1,0,0,0,0
201208,2012,8,102619884554,1,0,1,0,0
201111,2011,11,102522549351,2,0,1,0,0
201208,2012,8,102522634720,1,0,0,0,0
201207,2012,7,102732749478,1,0,0,0,0
201210,2012,10,102692758781,2,0,0,0,0
201201,2012,1,102658153490,1,0,0,0,0
201112,2011,12,102658577095,1,0,0,0,0
201208,2012,8,102658153490,1,0,0,0,0
201205,2012,5,102658577095,1,0,1,0,0
201111,2011,11,102658153490,2,0,2,0,0
201302,2013,2,102626566952,1,0,0,0,0
201304,2013,4,102626566952,1,0,1,0,0
201301,2013,1,102619552148,3,0,0,0,0
201111,2011,11,102576186900,1,0,0,0,0
201206,2012,6,102671329102,1,0,0,0,0
201202,2012,2,102728804401,1,0,0,0,0
201204,2012,4,102750659301,1,0,1,0,0
201202,2012,2,102693634609,1,0,1,0,0
201210,2012,10,102620869090,1,0,0,0,0
201209,2012,9,102620251800,6,0,0,0,0
201207,2012,7,102521979606,2,0,2,0,0
201209,2012,9,102693564530,2,0,2,0,0
201204,2012,4,102720782628,4,0,0,0,0
201206,2012,6,102720782628,1,0,1,0,0
201210,2012,10,102720782628,1,0,1,0,0
201203,2012,3,102720782628,2,0,2,0,0
201201,2012,1,102693634609,2,0,1,0,0
201201,2012,1,102645485213,1,0,1,0,0
201201,2012,1,102645485383,14,0,0,0,0
201112,2011,12,102696273081,2,0,2,0,0
201206,2012,6,102696273081,1,0,1,0,0
201207,2012,7,102729196323,1,0,1,0,0
201208,2012,8,102729196323,2,0,0,0,0
201111,2011,11,102729196323,1,0,0,0,0
201207,2012,7,102768845573,6,0,5,0,0
201207,2012,7,102620843132,1,0,0,0,0
201208,2012,8,102620843132,1,0,0,0,0
201111,2011,11,102732103210,2,0,1,0,0
201210,2012,10,102732103210,1,0,0,0,0
201203,2012,3,102673947229,1,0,1,0,0
201208,2012,8,102720790958,1,0,0,0,0
201111,2011,11,102720790958,2,0,2,0,0
201207,2012,7,102658193992,1,0,1,0,0
201210,2012,10,102720790958,1,0,1,0,1
201202,2012,2,102848295524,2,0,1,0,0
201210,2012,10,102575682880,1,0,0,0,0
201203,2012,3,102576081905,1,0,0,0,0
201207,2012,7,102576081905,1,0,1,0,0
201203,2012,3,102706049301,1,0,0,0,0
201202,2012,2,102757407382,1,0,0,0,0
201210,2012,10,102576130957,1,0,0,0,0
201204,2012,4,102620833837,1,0,0,0,0
201202,2012,2,102784888601,1,0,1,0,0
201301,2013,1,102598870810,1,0,1,0,0
201212,2012,12,102650237721,1,0,1,0,0
201212,2012,12,102598631524,1,0,0,0,0
201211,2012,11,102650809710,5,1,5,0,0
201303,2013,3,107182218691,2,0,0,0,0
201306,2013,6,107182218691,1,0,1,0,0
201301,2013,1,107223361804,1,0,1,0,0
201301,2013,1,107225368905,2,0,1,0,0
201304,2013,4,107181606592,1,0,0,0,0
201303,2013,3,107147093966,1,0,1,0,0
201211,2012,11,107147093966,1,0,5,0,0
201112,2011,12,102620869090,1,0,1,0,0
201203,2012,3,102742613558,1,0,0,0,0
201208,2012,8,102729224858,1,0,0,0,0
201201,2012,1,102659592613,1,1,0,0,0
201208,2012,8,102792387577,3,0,0,0,0
201202,2012,2,102668785472,1,1,2,1,0
201212,2012,12,102624723703,2,0,1,0,0
201307,2013,7,102650514497,1,0,1,0,0
201306,2013,6,102679211564,2,0,0,0,0
201307,2013,7,102624703706,2,1,1,0,0
201301,2013,1,102626096788,1,0,1,0,0
201212,2012,12,102620510293,1,0,1,0,0
201212,2012,12,107179189300,3,0,2,0,0
201212,2012,12,102599517109,1,0,1,0,0
201301,2013,1,107180238330,1,0,1,0,0
201301,2013,1,107180771254,1,0,0,0,0
201301,2013,1,107182022284,1,0,0,0,0
201307,2013,7,107223419780,1,0,1,0,0
201211,2012,11,102599059629,1,0,2,0,0
201212,2012,12,107147121220,1,0,0,0,0
201212,2012,12,102619122749,2,0,0,0,1
201301,2013,1,102619122749,1,0,0,0,0
201304,2013,4,107147121220,1,0,1,0,0
201308,2013,8,102598654583,1,0,1,0,0
201302,2013,2,102598626842,1,0,0,0,0
201304,2013,4,102598654583,1,0,1,0,0
201302,2013,2,102598959041,1,0,2,0,0
201304,2013,4,102598979612,2,0,0,0,0
201301,2013,1,102599148505,1,0,0,0,0
201302,2013,2,102599148505,1,0,1,0,0
201306,2013,6,102680653117,1,0,0,0,0
201308,2013,8,107224013672,1,0,0,0,0
201209,2012,9,102644387610,5,0,0,0,0
201112,2011,12,102679961199,1,0,0,0,0
201201,2012,1,102644387610,5,0,1,0,0
201303,2013,3,102598611600,1,0,0,0,0
201303,2013,3,102599415739,1,0,0,0,0
201301,2013,1,102671501446,1,0,1,0,0
201301,2013,1,102671501506,1,0,1,0,0
201301,2013,1,102671521503,3,0,0,0,0
201302,2013,2,102598606791,2,0,0,0,0
201301,2013,1,102599012438,3,0,5,0,0
201302,2013,2,102599415739,1,0,1,0,0
201302,2013,2,102600296697,1,0,0,0,0
201304,2013,4,102600296697,1,0,0,0,0
201212,2012,12,102599415739,1,0,1,0,0
201212,2012,12,102599516950,1,0,0,0,0
201212,2012,12,102599836501,10,0,1,0,0
201301,2013,1,102599836501,1,0,1,0,0
201212,2012,12,102599911705,3,0,1,0,0
201301,2013,1,102599911705,1,0,0,0,0
201301,2013,1,102698680293,1,0,1,0,0
201305,2013,5,102624417248,2,1,0,0,0
201307,2013,7,102600658433,1,1,0,0,0
201303,2013,3,102620251800,1,0,0,0,0
201201,2012,1,102668659879,3,0,3,0,0
201210,2012,10,102668659879,3,0,0,0,0
201112,2011,12,102790021211,1,0,1,0,0
201203,2012,3,102848295524,1,0,1,0,0
201306,2013,6,107116773889,1,0,0,0,0
201307,2013,7,102679211564,2,0,6,1,0
201304,2013,4,102599014963,2,0,1,0,0
201301,2013,1,107116773889,1,0,0,0,0
201304,2013,4,107147039790,7,0,1,0,0
201112,2011,12,102767706645,1,0,1,0,0
201202,2012,2,102728904663,4,0,0,0,0
201112,2011,12,102794274647,3,0,0,0,0
201201,2012,1,102574612190,1,0,1,0,0
201204,2012,4,102572139588,6,0,0,0,0
201206,2012,6,102542179447,1,0,0,0,0
201202,2012,2,102698442990,1,0,1,0,0
201204,2012,4,102682146100,1,0,7,0,0
201202,2012,2,102682856793,2,0,5,0,0
201204,2012,4,102682856793,1,0,1,0,0
201208,2012,8,102682856793,2,0,0,0,0
201209,2012,9,102682146100,1,0,1,0,1
201207,2012,7,102714965144,2,1,2,0,0
201207,2012,7,102657349357,1,0,0,0,0
201206,2012,6,102657937775,11,0,1,0,0
201204,2012,4,102657349357,2,0,0,0,0
201206,2012,6,102715936541,1,0,2,0,0
201207,2012,7,102715936541,7,0,0,0,0
201208,2012,8,102715936541,2,0,0,0,0
201111,2011,11,102715936541,2,0,1,0,0
201202,2012,2,102657937775,2,0,0,0,0
201205,2012,5,102619057710,1,0,1,0,0
201204,2012,4,102781054002,2,0,2,0,0
201201,2012,1,102781054002,1,0,0,0,0
201202,2012,2,102781054002,1,0,1,0,0
201201,2012,1,102628839207,2,0,1,0,0
201209,2012,9,102679303409,2,0,2,0,0
201204,2012,4,102693564300,1,0,0,0,0
201208,2012,8,102693564300,1,0,0,0,0
201205,2012,5,102693564300,1,0,0,0,0
201202,2012,2,102693564300,3,0,1,0,0
201209,2012,9,102693564300,2,0,0,0,0
201112,2011,12,102598190273,1,0,1,0,0
201201,2012,1,102598190273,1,0,1,0,0
201201,2012,1,102598203840,2,0,0,0,0
201202,2012,2,102598203840,1,0,2,0,0
201204,2012,4,102598203840,1,0,0,0,0
201210,2012,10,102598203840,1,0,0,0,0
201202,2012,2,102598204153,1,0,1,0,0
201206,2012,6,102598204153,1,0,2,0,0
201210,2012,10,102598204153,1,0,1,0,0
201201,2012,1,102590887767,1,0,0,0,0
201112,2011,12,102598203840,2,0,3,0,0
201206,2012,6,102598203840,1,0,0,0,0
201204,2012,4,102598204153,2,0,1,0,0
201208,2012,8,102598179797,1,0,0,0,0
201203,2012,3,102598203840,1,0,1,0,0
201203,2012,3,102598204153,2,0,2,0,0
201208,2012,8,102598204153,1,0,1,0,0
201201,2012,1,102590976637,2,0,2,0,0
201205,2012,5,102590887767,1,0,1,0,0
201204,2012,4,102598905803,1,0,1,0,0
201112,2011,12,102599894852,1,0,0,0,0
201112,2011,12,102620859274,2,1,0,0,0
201201,2012,1,102744277900,2,0,0,0,0
201205,2012,5,102634381442,1,0,2,0,0
201209,2012,9,102677269921,1,0,1,0,0
201202,2012,2,102677234271,1,0,1,0,0
201204,2012,4,102677234271,1,0,0,0,0
201206,2012,6,102757364589,1,0,1,0,0
201204,2012,4,102575762017,1,0,0,0,0
201112,2011,12,102677234271,6,0,0,0,6
201208,2012,8,102673947399,2,0,0,0,0
201204,2012,4,102673947399,3,1,1,0,0
201112,2011,12,102647021529,1,0,0,0,0
201204,2012,4,102647087468,1,0,0,0,0
201207,2012,7,102647021529,1,0,0,0,0
201203,2012,3,102673947399,97,0,0,0,0
201207,2012,7,102784888601,4,1,0,0,0
201111,2011,11,102615939465,2,0,2,0,0
201205,2012,5,102624688705,2,0,2,0,0
201202,2012,2,102756374953,2,0,4,0,1
201112,2011,12,102757407382,2,0,0,0,0
201204,2012,4,102677292989,1,0,0,0,0
201206,2012,6,102698443200,1,0,1,0,0
201304,2013,4,102605921007,1,0,0,0,0
201212,2012,12,107180218400,1,0,0,0,0
201303,2013,3,102599836501,4,0,4,0,0
201212,2012,12,107182221138,1,0,0,0,0
201301,2013,1,107182221138,2,0,1,0,0
201212,2012,12,107242276506,1,0,1,0,0
201307,2013,7,107242828957,1,0,1,0,0
201211,2012,11,102642831695,1,0,0,0,0
201308,2013,8,107210927928,1,0,0,0,0
201206,2012,6,102575366801,2,0,0,0,0
201201,2012,1,102677256048,1,0,1,0,0
201202,2012,2,102677256048,1,0,2,0,0
201209,2012,9,102677256048,2,0,0,0,0
201207,2012,7,102575437100,1,0,1,0,0
201203,2012,3,102677256048,1,0,0,0,0
201304,2013,4,102598640517,1,0,0,0,0
201207,2012,7,102575366965,3,0,0,0,0
201207,2012,7,102575373132,1,0,0,0,0
201206,2012,6,102575723508,2,0,0,0,0
201203,2012,3,102575723508,2,1,1,0,0
201207,2012,7,102575723508,3,1,0,0,0
201206,2012,6,102850448245,1,0,0,0,0
201207,2012,7,102850448245,1,0,0,0,0
201308,2013,8,102598631524,13,0,0,0,0
201305,2013,5,107147093966,3,0,3,0,0
201301,2013,1,102598631524,1,0,0,0,0
201212,2012,12,102622781642,1,0,1,0,0
201212,2012,12,107182218691,1,0,1,0,0
201305,2013,5,102598335470,2,0,1,0,0
201211,2012,11,102622781642,1,0,0,0,0
201204,2012,4,102756359066,1,1,0,0,0
201207,2012,7,102737264739,3,2,8,0,0
201203,2012,3,102797961383,1,0,1,0,0
201304,2013,4,102598896197,1,0,0,0,0
201301,2013,1,102599903999,3,0,0,0,0
201308,2013,8,102598189962,5,0,0,0,0
201212,2012,12,102599903999,1,0,1,0,0
201212,2012,12,102642633794,1,1,0,0,0
201205,2012,5,102677270002,1,0,1,0,0
201209,2012,9,102674785480,2,0,0,0,0
201201,2012,1,102677270002,1,0,0,0,0
201203,2012,3,102800192767,1,0,0,0,0
201205,2012,5,102800192767,2,0,4,0,0
201201,2012,1,102750659301,26,0,2,0,1
201206,2012,6,102750659301,1,0,1,0,0
201207,2012,7,102750659301,1,0,0,0,0
201210,2012,10,102750659301,1,0,1,0,0
201201,2012,1,102728804401,1,0,0,0,0
201208,2012,8,102729242193,2,0,0,0,0
201111,2011,11,102561639687,2,0,1,0,0
201111,2011,11,102561652239,1,0,1,0,0
201208,2012,8,102750659301,4,0,0,0,0
201203,2012,3,102698443073,1,0,0,0,0
201205,2012,5,102698443073,9,0,13,0,0
201203,2012,3,102682863830,5,0,5,0,0
201201,2012,1,102481944030,1,0,1,0,0
201205,2012,5,102575817391,1,0,1,0,0
201209,2012,9,102575373209,4,0,0,0,0
201209,2012,9,102677255965,1,0,0,0,0
201112,2011,12,102575774948,1,0,0,0,0
201210,2012,10,102576081905,2,0,0,0,0
201209,2012,9,102683903767,3,0,0,0,0
201209,2012,9,102683975040,1,0,0,0,0
201112,2011,12,102683903767,1,0,1,0,0
201303,2013,3,102605841120,2,0,1,0,0
201202,2012,2,102481050611,1,0,1,0,0
201208,2012,8,102698443423,1,0,0,0,0
201203,2012,3,102682852312,1,0,1,0,0
201304,2013,4,107255101053,1,0,0,0,0
201212,2012,12,102642679709,28,1,4,0,0
201303,2013,3,102598654583,1,0,0,0,0
201303,2013,3,102598959041,2,0,0,0,0
201303,2013,3,102598979612,10,0,4,1,0
201303,2013,3,102600216333,2,0,0,0,0
201304,2013,4,102599148505,6,0,1,0,0
201306,2013,6,102599148505,2,0,0,0,0
201301,2013,1,102619827540,2,2,4,0,0
201302,2013,2,102619827540,1,0,1,0,0
201301,2013,1,102623165804,1,0,0,0,0
201302,2013,2,102623165804,1,0,0,0,0
201208,2012,8,102744277840,1,0,1,0,0
201112,2011,12,102775840018,2,0,0,0,0
201206,2012,6,102576251069,1,0,0,0,0
201209,2012,9,102575762017,1,0,0,0,0
201203,2012,3,102744277900,2,0,2,0,0
201203,2012,3,102770653470,1,0,0,0,0
201209,2012,9,102561621470,2,0,0,0,0
201207,2012,7,102698442820,4,0,6,0,0
201207,2012,7,102732749538,1,0,1,0,0
201205,2012,5,102482343380,1,0,1,0,0
201209,2012,9,102732749538,2,1,1,0,0
201112,2011,12,102482343380,1,0,0,0,0
201212,2012,12,102624657886,1,0,1,0,0
201203,2012,3,102677230770,1,0,0,0,0
201203,2012,3,102677294824,3,1,0,0,0
201205,2012,5,102677294824,2,0,2,0,0
201203,2012,3,102575688456,1,0,1,0,0
201208,2012,8,102677230770,1,0,1,0,0
201111,2011,11,102720782404,1,0,0,0,0
201111,2011,11,102720782798,1,0,1,0,0
201210,2012,10,102720782798,2,0,0,0,0
201203,2012,3,102720782798,5,0,3,0,1
201204,2012,4,102720782798,11,0,0,0,0
201207,2012,7,102659510874,1,0,0,0,0
201209,2012,9,102659510874,2,0,0,0,0
201206,2012,6,102659510874,2,1,0,0,0
201201,2012,1,102720782404,1,0,1,0,0
201209,2012,9,102720782798,1,0,1,0,0
201202,2012,2,102659510874,1,0,1,1,1
201204,2012,4,102659510874,2,1,0,0,0
201206,2012,6,102790063729,1,0,0,0,0
201210,2012,10,102790063729,1,0,0,0,0
201202,2012,2,102737264739,1,0,1,0,0
201111,2011,11,102681383520,1,0,0,0,0
201203,2012,3,102682852482,1,0,0,1,0
201202,2012,2,102752063877,1,0,1,0,0
201203,2012,3,102765579763,2,0,1,0,0
201208,2012,8,102765579763,7,1,1,0,1
201203,2012,3,102761282291,1,0,1,0,0
201204,2012,4,102796747251,5,0,1,0,0
201210,2012,10,102613274004,86,0,0,0,0
201205,2012,5,102608203637,1,0,1,0,0
201302,2013,2,102599256347,1,0,0,0,1
201212,2012,12,107148864029,1,1,0,0,0
201305,2013,5,102598179337,1,0,0,0,0
201305,2013,5,102598179627,1,0,1,0,0
201305,2013,5,102598606851,1,0,0,0,0
201301,2013,1,102598179337,1,0,0,0,0
201304,2013,4,102599913294,1,0,1,0,0
201201,2012,1,102575608612,2,0,0,0,0
201203,2012,3,102590887767,4,0,5,0,0
201201,2012,1,102590987865,1,0,1,0,0
201202,2012,2,102590988008,3,0,0,0,0
201207,2012,7,102605356518,1,0,0,0,0
201206,2012,6,102587115171,3,0,2,0,0
201209,2012,9,102587115171,2,0,0,0,0
201210,2012,10,102587115171,1,0,1,0,0
201112,2011,12,102587115171,1,0,0,0,0
201112,2011,12,102566166779,3,0,3,0,0
201206,2012,6,102605356518,3,0,1,0,0
201209,2012,9,102598204153,6,1,0,0,0
201203,2012,3,102566708890,1,0,1,0,0
201111,2011,11,102588060578,2,0,1,0,0
201203,2012,3,102588104554,16,0,6,0,0
201205,2012,5,102588104554,4,0,0,0,0
201203,2012,3,102588124835,2,0,0,0,0
201205,2012,5,102588124835,1,0,0,0,0
201208,2012,8,102598203840,2,0,1,0,0
201205,2012,5,102598204153,1,0,0,0,0
201210,2012,10,102546693046,5,0,1,0,0
201112,2011,12,102634202273,48,0,1,1,0
201203,2012,3,102611636839,3,0,1,0,0
201208,2012,8,102634360629,4,0,3,0,0
201204,2012,4,102611636839,1,0,1,0,0
201111,2011,11,102612084922,2,0,2,0,0
201208,2012,8,102694489948,1,0,0,0,0
201205,2012,5,102637736934,1,0,1,0,0
201205,2012,5,102694489948,1,0,1,0,0
201205,2012,5,102671548407,3,1,0,0,0
201202,2012,2,102753469127,1,0,1,0,0
201112,2011,12,102753469127,1,0,0,0,0
201205,2012,5,102753469127,9,0,5,0,0
201208,2012,8,102753469127,1,0,0,0,0
201204,2012,4,102570537793,4,0,0,0,0
201111,2011,11,102613900192,1,0,20,0,0
201210,2012,10,102613924904,3,0,0,0,0
201209,2012,9,102575016403,8,0,0,0,1
201209,2012,9,102575016573,1,0,1,0,0
201205,2012,5,102571918505,5,0,2,1,0
201209,2012,9,102615030097,1,0,12,1,0
201201,2012,1,102586008125,2,0,1,0,0
201112,2011,12,102596271731,1,0,0,0,0
201210,2012,10,102596271731,1,0,0,0,0
201201,2012,1,102586029529,7,0,7,0,0
201205,2012,5,102574839717,4,0,3,1,0
201203,2012,3,102575016403,4,0,0,0,0
201205,2012,5,102575016403,1,0,1,0,0
201207,2012,7,102607709613,1,0,1,0,0
201201,2012,1,102598463720,1,0,1,0,0
201201,2012,1,102598959621,7,0,0,0,0
201205,2012,5,102603196921,3,0,2,0,2
201207,2012,7,102590875586,5,0,0,0,0
201111,2011,11,102653653503,3,0,0,0,0
201207,2012,7,102607747750,3,0,2,0,0
201204,2012,4,102610335320,7,0,0,0,0
201204,2012,4,102682145804,3,0,0,0,0
201201,2012,1,102620239494,1,0,0,0,0
201210,2012,10,102620288989,1,0,1,0,0
201206,2012,6,102621109380,1,0,0,0,0
201202,2012,2,102673947399,1,0,0,0,0
201111,2011,11,102659534426,1,0,0,0,0
201208,2012,8,102659438349,1,0,1,0,0
201206,2012,6,102659534426,1,0,0,0,0
201210,2012,10,102659534426,5,0,1,0,0
201111,2011,11,102698443363,1,0,0,0,0
201210,2012,10,102482632166,1,0,1,0,0
201209,2012,9,102650785500,1,0,1,0,0
201201,2012,1,102596048418,1,0,0,0,0
201112,2011,12,102596230927,6,1,0,0,0
201201,2012,1,102596230927,2,1,0,0,0
201111,2011,11,102596242178,1,0,2,0,0
201208,2012,8,102611916272,11,0,6,0,0
201205,2012,5,102634234505,1,1,0,0,0
201209,2012,9,102637237496,7,0,1,0,0
201206,2012,6,102611916272,2,0,0,0,0
201206,2012,6,102612350306,4,0,7,0,0
201202,2012,2,102635171801,1,0,0,0,0
201203,2012,3,102642633044,1,0,0,0,0
201203,2012,3,102642705111,4,0,3,0,0
201206,2012,6,102581061304,1,0,1,0,0
201209,2012,9,102582056713,1,0,1,0,0
201205,2012,5,102582401825,4,0,0,0,0
201203,2012,3,102582056713,1,0,1,0,0
201208,2012,8,102581061304,1,1,4,0,0
201203,2012,3,102582046548,1,0,0,0,0
201208,2012,8,102582056713,6,0,0,0,0
201203,2012,3,102582401825,2,0,0,0,0
201207,2012,7,102582401825,1,0,0,0,0
201210,2012,10,102600813394,1,1,0,0,0
201207,2012,7,102490006770,1,0,2,0,0
201205,2012,5,102600099229,1,0,0,0,0
201202,2012,2,102582401825,1,0,1,0,0
201205,2012,5,102571081674,1,0,0,0,0
201203,2012,3,102600813394,2,0,4,0,0
201205,2012,5,102600813394,2,0,1,0,0
201112,2011,12,102592952167,1,0,1,0,0
201203,2012,3,102571735101,1,0,1,0,0
201201,2012,1,102571499764,2,0,2,0,0
201209,2012,9,102629513880,1,0,1,0,0
201208,2012,8,102600295404,1,0,1,0,0
201202,2012,2,102571499764,1,0,0,0,0
201204,2012,4,102571499764,31,2,0,0,0
201205,2012,5,102561640578,1,0,0,0,0
201208,2012,8,102561640578,3,0,1,0,1
201208,2012,8,102682863907,3,0,3,0,0
201205,2012,5,102683975100,1,0,1,0,0
201208,2012,8,102683975100,1,0,0,0,0
201203,2012,3,102482343440,2,0,0,0,0
201210,2012,10,102694089315,1,0,1,0,0
201206,2012,6,102490006770,1,1,0,0,0
201210,2012,10,102629423727,1,0,1,0,0
201204,2012,4,102629513880,2,0,1,0,0
201210,2012,10,102629513880,3,1,1,1,0
201208,2012,8,102629513880,1,0,1,0,0
201208,2012,8,102601404960,1,0,0,0,0
