renewal_date,Year,Month,status,SAID,Chan.Prof,calendar_yearmonth,Year_Name,Month_Name,number_of_Cases,number_of_escalation,number_of_parts_used,number_of_single_visit_missed,number_of_response_missed,t,Date
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,1,2,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.02E+11,Direct,201308,2013,8,3,0,3,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,43,0,0,0,0,0,20130801
20130801,2013,8,1,1.02E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,5,0,1,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,2,0,2,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,4,0,6,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,4,0,4,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,2,0,2,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20140101,2014,1,0,1.07E+11,Direct,201308,2013,8,1,1,0,0,0,5,20130801
20140101,2014,1,0,1.07E+11,Direct,201308,2013,8,1,1,2,0,0,5,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,8,0,0,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Indirect,201308,2013,8,1,0,3,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Direct,201308,2013,8,13,0,0,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,2,1,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,5,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Direct,201308,2013,8,3,0,0,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Direct,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,4,0,5,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Indirect,201308,2013,8,9,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,1,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,3,1,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,48,0,2,0,1,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,3,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Direct,201308,2013,8,10,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,6,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.07E+11,Direct,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,7,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,6,0,1,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,3,0,2,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,6,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Direct,201308,2013,8,4,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20140201,2014,2,0,1.07E+11,Direct,201308,2013,8,1,0,2,0,0,6,20130801
20130801,2013,8,0,1.07E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.08E+11,Direct,201308,2013,8,5,0,3,0,0,0,20130801
20130801,2013,8,0,1.08E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.08E+11,Direct,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,0,1.08E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.08E+11,Indirect,201308,2013,8,3,0,2,0,0,0,20130801
20130801,2013,8,0,1.08E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.08E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.08E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.02E+11,Direct,201308,2013,8,1,1,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,2,0,3,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Direct,201308,2013,8,5,0,4,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,2,0,6,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.02E+11,Indirect,201308,2013,8,3,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,15,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,16,0,2,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,4,1,5,1,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,16,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,10,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,6,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,3,0,3,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,4,0,2,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Indirect,201308,2013,8,6,1,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Indirect,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,1,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,4,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,3,0,0,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Indirect,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,4,0,3,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Unknown,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Direct,201308,2013,8,3,0,0,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Direct,201308,2013,8,7,0,0,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Unknown,201308,2013,8,2,1,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Unknown,201308,2013,8,4,0,4,0,0,0,20130801
20130801,2013,8,1,1.06E+11,Direct,201308,2013,8,4,0,4,0,2,0,20130801
20130801,2013,8,0,1.02E+11,Unknown,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Unknown,201308,2013,8,3,0,3,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,1,2,0,0,0,20130801
20130801,2013,8,0,1.06E+11,Direct,201308,2013,8,2,1,2,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,3,1,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.03E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,6,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,3,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,8,1,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,5,2,5,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,4,0,4,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,3,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,3,0,4,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,2,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,3,0,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,8,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,5,2,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,2,1,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,4,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,1,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,15,1,7,1,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,5,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,22,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,31,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,2,0,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,8,0,3,0,0,0,20130801
20130801,2013,8,1,1.04E+11,Indirect,201308,2013,8,2,0,3,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,16,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,2,0,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,4,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Direct,201308,2013,8,3,0,2,0,0,0,20130801
20130801,2013,8,1,1.04E+11,Indirect,201308,2013,8,8,0,3,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,2,0,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,1,1.04E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.04E+11,Indirect,201308,2013,8,2,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,1,1.04E+11,Indirect,201308,2013,8,2,0,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,1,0,0,0,20130801
20130801,2013,8,1,1.04E+11,Indirect,201308,2013,8,2,1,10,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,2,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,1,0,0,0,0,0,20130801
20130801,2013,8,0,1.04E+11,Indirect,201308,2013,8,2,0,3,0,0,0,20130801
20130801,2013,8,1,1.04E+11,Direct,201308,2013,8,1,0,0,0,0,0,20130801
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,9,0,3,0,0,0,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,1,0,0,0,0,1,20130701
20130801,2013,8,1,1.02E+11,Indirect,201307,2013,7,1,0,0,0,0,1,20130701
20130701,2013,7,1,1.02E+11,Direct,201307,2013,7,1,0,1,0,0,0,20130701
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,1,0,2,0,0,0,20130701
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,12,0,12,0,0,0,20130701
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,1,0,1,0,0,0,20130701
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,1,0,2,0,0,0,20130701
20130701,2013,7,0,1.02E+11,Indirect,201307,2013,7,1,0,0,0,0,0,20130701
20130701,2013,7,1,1.02E+11,Indirect,201307,2013,7,1,0,0,0,1,0,20130701
20130801,2013,8,0,1.02E+11,Indirect,201307,2013,7,1,0,1,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Indirect,201307,2013,7,1,0,1,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,1,0,2,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,7,0,8,0,0,1,20130701
20130701,2013,7,0,1.02E+11,Indirect,201307,2013,7,1,0,0,0,0,0,20130701
20130801,2013,8,1,1.02E+11,Direct,201307,2013,7,5,0,5,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,5,0,2,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,1,0,0,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,1,0,0,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Indirect,201307,2013,7,1,0,0,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Indirect,201307,2013,7,2,0,0,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Indirect,201307,2013,7,7,0,1,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Indirect,201307,2013,7,1,0,0,0,0,1,20130701
20130702,2013,7,0,1.02E+11,Indirect,201307,2013,7,5,0,0,0,0,0,20130701
20130801,2013,8,0,1.02E+11,Indirect,201307,2013,7,2,0,0,0,0,1,20130701
20130720,2013,7,0,1.02E+11,Direct,201307,2013,7,2,0,1,0,0,0,20130701
20130801,2013,8,1,1.02E+11,Indirect,201307,2013,7,1,0,1,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,1,0,1,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Unknown,201307,2013,7,2,0,2,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Indirect,201307,2013,7,2,0,1,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,1,0,0,0,0,1,20130701
20130801,2013,8,0,1.02E+11,Direct,201307,2013,7,1,0,1,0,0,1,20130701
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,1,0,1,0,1,0,20130701
20130701,2013,7,1,1.02E+11,Direct,201307,2013,7,5,0,3,0,0,0,20130701
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,27,0,3,0,1,0,20130701
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,1,0,1,0,0,0,20130701
20130701,2013,7,1,1.02E+11,Direct,201307,2013,7,1,0,0,0,0,0,20130701
20130701,2013,7,0,1.02E+11,Direct,201307,2013,7,1,0,1,0,0,0,20130701
20130701,2013,7,0,1.07E+11,Direct,201307,2013,7,1,0,1,0,0,0,20130701
20130701,2013,7,0,1.07E+11,Direct,201307,2013,7,1,0,1,0,0,0,20130701
20130701,2013,7,0,1.07E+11,Direct,201307,2013,7,97,0,0,0,0,0,20130701
20130701,2013,7,1,1.07E+11,Direct,201307,2013,7,1,0,0,0,0,0,20130701
20130701,2013,7,1,1.07E+11,Direct,201307,2013,7,1,0,0,0,0,0,20130701
20130701,2013,7,1,1.07E+11,Direct,201307,2013,7,4,0,1,1,0,0,20130701
20130701,2013,7,0,1.07E+11,Direct,201307,2013,7,1,0,1,0,0,0,20130701
20130701,2013,7,0,1.07E+11,Indirect,201307,2013,7,2,0,0,0,0,0,20130701
20130801,2013,8,1,1.07E+11,Direct,201307,2013,7,2,0,1,0,0,1,20130701
20130801,2013,8,0,1.07E+11,Indirect,201307,2013,7,1,0,2,0,0,1,20130701
20130801,2013,8,1,1.07E+11,Direct,201307,2013,7,1,0,1,0,1,1,20130701
20130801,2013,8,0,1.07E+11,Indirect,201307,2013,7,1,0,0,0,0,1,20130701
20130801,2013,8,0,1.07E+11,Direct,201307,2013,7,1,0,0,0,0,1,20130701
