renewal_date,status,SAID,Chan.Prof
20130501,Loss,107206834408,Direct
20130428,Loss,107206896190,Indirect
20130601,Loss,107206896830,Direct
20130420,Converted,107206948046,Indirect
20130503,Loss,107206828827,Indirect
20130601,Loss,107206918460,Direct
20130331,Converted,107207019410,Indirect
20130426,Loss,107207221330,Indirect
20130407,Loss,107207251896,Indirect
20130701,Loss,107206785213,Direct
20130601,Loss,107206787519,Direct
20130601,Loss,107206791018,Indirect
20130427,Loss,107207123477,Indirect
20130414,Loss,107207202811,Indirect
20130414,Loss,107207225290,Indirect
20130601,Loss,107207023669,Direct
20130801,Loss,107206907981,Direct
20130601,Loss,107207030126,Direct
20130601,Loss,107207030646,Indirect
20130501,Loss,107207707356,Indirect
20130513,Loss,107207074299,Indirect
20130430,Loss,107207259538,Indirect
20130601,Loss,107207058509,Indirect
20130601,Loss,107207066489,Direct
20130801,Loss,107207049686,Indirect
20130601,Loss,107207060972,Direct
20130601,Loss,107207062468,Indirect
20130415,Loss,107207067081,Direct
20130401,Loss,107207335624,Direct
20130501,Loss,107207952386,Indirect
20130801,Loss,107207269063,Direct
20130701,Loss,107207346042,Direct
20130601,Loss,107207272830,Indirect
20130601,Loss,107207273082,Direct
20130413,Loss,107207306870,Indirect
20130429,Loss,107207689003,Indirect
20130601,Converted,107207366323,Direct
20130601,Converted,107207696954,Indirect
20130601,Loss,107207689747,Indirect
20130601,Loss,107207701320,Indirect
20130601,Loss,107207809980,Indirect
20130401,Converted,107207879258,Direct
20130422,Converted,107207905027,Indirect
20130601,Loss,107207797715,Direct
20130501,Loss,107207707876,Direct
20130801,Loss,107207874924,Direct
20130328,Loss,107208472837,Direct
20130601,Loss,107208016832,Direct
20130501,Loss,107208016909,Indirect
20130601,Loss,107208034528,Direct
20130601,Loss,107208103117,Direct
20130601,Loss,107208137464,Indirect
20130601,Loss,107208142502,Indirect
20130601,Loss,107208161474,Indirect
20130601,Loss,107208161824,Indirect
20130601,Loss,107208169926,Indirect
20130520,Loss,107208227517,Direct
20130601,Loss,107208278437,Indirect
20130801,Loss,107208355296,Direct
20130601,Loss,107208398176,Direct
20130601,Converted,107208400393,Indirect
20130601,Converted,107208400453,Direct
20130601,Loss,107208386405,Indirect
20130601,Loss,107208387008,Direct
20130801,Loss,107208401406,Direct
20130601,Loss,107208391837,Direct
20130601,Loss,107208477450,Direct
20130401,Loss,107209236300,Indirect
20130601,Converted,107208547452,Direct
20130701,Converted,107208981390,Direct
20130401,Loss,107208981680,Direct
20130601,Loss,107208621600,Direct
20130510,Loss,107209179832,Indirect
20130601,Loss,107209102545,Direct
20130601,Loss,107209102901,Direct
20130501,Loss,107208929060,Indirect
20130501,Loss,107208976199,Indirect
20130701,Loss,107208973290,Direct
20130601,Loss,107209332788,Indirect
20130601,Loss,107210160585,Direct
20130501,Loss,107209267520,Direct
20130601,Loss,107209089260,Direct
20130618,Converted,107209096767,Direct
20130601,Loss,107209107689,Indirect
20130601,Loss,107209098772,Direct
20130601,Loss,107209112130,Direct
20130801,Loss,107209112940,Direct
20130601,Loss,107209131819,Indirect
20130501,Loss,107209115039,Indirect
20130601,Loss,107209117104,Indirect
20130601,Loss,107209128102,Indirect
20130601,Loss,107209123429,Indirect
20130601,Loss,107209157902,Direct
20130801,Loss,107209219388,Direct
20130801,Loss,107209405688,Direct
20130427,Loss,107210128825,Indirect
20130601,Converted,107210159174,Direct
20130601,Loss,107209311214,Direct
20130601,Loss,107209311674,Indirect
20130401,Loss,107209316358,Direct
20130601,Loss,107209485061,Indirect
20130601,Loss,107209527902,Indirect
20130601,Loss,107209531401,Indirect
20130601,Loss,107209537088,Indirect
20130601,Loss,107209539800,Indirect
20130601,Loss,107209734736,Direct
20130701,Converted,107209748342,Direct
20130601,Loss,107209748922,Indirect
20130601,Loss,107209753484,Direct
20130501,Loss,107209771750,Direct
20130515,Loss,107209770703,Direct
20130515,Loss,107209770927,Direct
20130601,Loss,107209958944,Indirect
20130601,Loss,107209961840,Indirect
20130601,Loss,107209966004,Indirect
20130601,Loss,107209982500,Direct
20130801,Loss,107210153208,Direct
20130601,Loss,107210051324,Indirect
20130601,Loss,107210149069,Direct
20130601,Loss,107210151652,Direct
20130601,Loss,107210324880,Indirect
20130601,Loss,107210335369,Direct
20130801,Converted,107210285128,Direct
20130601,Loss,107210332520,Direct
20130401,Loss,107210556805,Indirect
20130501,Converted,107210287593,Direct
20130401,Converted,107210539706,Indirect
20130801,Loss,107210361444,Direct
20130801,Loss,107210359890,Indirect
20130601,Loss,107210366938,Direct
20130601,Loss,107210382908,Indirect
20130601,Loss,107210683001,Indirect
20130701,Loss,107210403295,Direct
20130601,Loss,107210407726,Direct
20130801,Loss,107210421270,Direct
20130701,Loss,107210421790,Direct
20130601,Loss,107210424699,Direct
20130601,Loss,107210430263,Indirect
20130601,Loss,107210422513,Indirect
20130601,Loss,107181471560,Direct
20130401,Loss,107210565891,Indirect
20130501,Loss,107210612544,Indirect
20130501,Loss,107210621477,Indirect
20130507,Loss,107210930534,Indirect
20130501,Loss,107210595828,Direct
20130507,Loss,107211082054,Direct
20130501,Loss,107210646201,Direct
20130601,Loss,107210688369,Indirect
20130801,Loss,107210712292,Direct
20130601,Loss,107210727201,Indirect
20130701,Loss,107210760204,Direct
20130801,Loss,107210731007,Indirect
20130601,Loss,107210761617,Indirect
20130601,Loss,107210788697,Indirect
20130601,Converted,107210850367,Indirect
20130601,Converted,107210873256,Indirect
20130701,Loss,107210871470,Direct
20130701,Loss,107210871607,Indirect
20130601,Loss,107210893017,Indirect
20130601,Loss,107210922374,Direct
20130526,Loss,107210914624,Direct
20130601,Loss,107210927928,Direct
20130601,Converted,107211014271,Indirect
20130601,Loss,107211103081,Direct
20130401,Loss,107211621278,Indirect
20130401,Loss,107211621338,Indirect
20130501,Loss,107212157860,Indirect
20130501,Loss,107211516558,Direct
20130601,Loss,107199457304,Direct
20130701,Loss,107211528449,Direct
20130701,Converted,107211535202,Direct
20130601,Loss,107211536029,Indirect
20130701,Loss,107211524428,Direct
20130524,Loss,107212167396,Indirect
20130401,Converted,107212167516,Direct
20130601,Loss,107211536905,Indirect
20130701,Loss,107211542863,Indirect
20130701,Loss,107211548720,Direct
20130701,Loss,107211571497,Indirect
20130701,Loss,107211571557,Direct
20130601,Loss,107211546424,Indirect
20130801,Loss,107211591838,Direct
20130801,Loss,107211601637,Direct
20130601,Loss,107211589304,Indirect
20130701,Loss,107211606190,Direct
20130501,Loss,107193183930,Direct
20130524,Converted,107212124116,Indirect
20130601,Loss,107212095969,Indirect
20130601,Loss,107212171475,Indirect
20130701,Loss,107212134681,Direct
20130801,Converted,107212135054,Direct
20130601,Loss,107212184905,Indirect
20130330,Loss,107212287255,Indirect
20130601,Converted,107212182013,Indirect
20130601,Converted,107212182823,Indirect
20130701,Loss,107212189392,Direct
20130701,Loss,107212191696,Indirect
20130701,Loss,107212191816,Indirect
20130801,Loss,107212192299,Direct
20130801,Loss,107212196430,Direct
20130801,Loss,107212225107,Direct
20130801,Loss,107212225337,Direct
20130701,Loss,107212225857,Indirect
20130601,Loss,107212205866,Indirect
20130701,Loss,107212230829,Indirect
20130601,Converted,107212231131,Indirect
20130601,Loss,107212236855,Direct
20130701,Loss,107212274608,Indirect
20130601,Loss,107212926117,Direct
20130426,Converted,101813591263,Direct
20130401,Loss,107212789991,Direct
20130701,Loss,107212893079,Direct
20130701,Loss,107212901809,Direct
20130801,Loss,107212853967,Direct
20130701,Loss,107212870240,Direct
20130701,Loss,107212870530,Indirect
20130701,Converted,107212875383,Indirect
20130701,Loss,107212875800,Indirect
20130801,Loss,107212879004,Indirect
20130701,Loss,107212881828,Indirect
20130701,Loss,107212888747,Indirect
20130601,Loss,107212882940,Indirect
20130701,Loss,107212896557,Direct
20130701,Loss,107212896617,Direct
20130601,Loss,107212897670,Indirect
20130601,Loss,107212909774,Direct
20130601,Loss,107213106511,Indirect
20130601,Loss,107213314238,Direct
20130701,Loss,107213318489,Direct
20130701,Loss,107213318779,Direct
20130701,Loss,107213331780,Direct
20130701,Loss,107213383883,Direct
20130601,Loss,107213352374,Indirect
20130801,Loss,107213357578,Direct
20130601,Loss,107213371762,Indirect
20130601,Loss,107213361657,Indirect
20130530,Loss,107213364265,Direct
20130701,Loss,107213365448,Direct
20130701,Loss,107213374720,Indirect
20130701,Loss,107213459801,Indirect
20130701,Loss,107213469567,Indirect
20130701,Loss,107213468384,Indirect
20130701,Loss,107213477147,Direct
20130701,Loss,107213471630,Indirect
20130701,Loss,107213458049,Direct
20130701,Loss,107213472983,Direct
20130701,Loss,107213478490,Indirect
20130701,Loss,107213478550,Indirect
20130517,Loss,107213541052,Indirect
20130514,Loss,107051569038,Indirect
20130501,Loss,107213866021,Direct
20130601,Loss,107213598299,Unknown
20130601,Loss,107213682485,Indirect
20130801,Loss,107213585345,Indirect
20130501,Loss,107213591660,Direct
20130601,Converted,107213632518,Indirect
20130701,Loss,107213922127,Indirect
20130701,Loss,107213755735,Direct
20130701,Loss,107213766443,Direct
20130701,Loss,107213802618,Direct
20130501,Loss,107213779747,Indirect
20130601,Loss,107213855833,Direct
20130601,Loss,107213826850,Direct
20130701,Converted,107213772308,Direct
20130601,Converted,107213764504,Direct
20130601,Loss,107213764898,Direct
20130524,Loss,107213984105,Indirect
20130701,Loss,107213799738,Direct
20130601,Loss,107213803210,Indirect
20130801,Loss,107213815621,Direct
20130601,Loss,107213817637,Direct
20130601,Loss,107213832424,Direct
20130701,Loss,107213371532,Direct
20130801,Loss,107213914197,Direct
20130517,Converted,107213836735,Indirect
20130517,Loss,107213836965,Indirect
20130517,Loss,107213847383,Indirect
20130601,Loss,107213911069,Indirect
20130501,Loss,107213920631,Direct
20130601,Loss,107213993618,Indirect
20130701,Loss,107214004379,Indirect
20130801,Loss,107214030974,Direct
20130701,Loss,101639471562,Direct
20130701,Converted,107214013361,Indirect
20130701,Loss,107214047779,Direct
20130701,Loss,107214089306,Indirect
20130601,Loss,107214118893,Indirect
20130701,Loss,107214077875,Direct
20130701,Loss,107214076812,Indirect
20130701,Loss,107214087307,Indirect
20130701,Converted,107214078308,Direct
20130801,Loss,107214079207,Direct
20130701,Loss,107214079880,Indirect
20130701,Converted,107214099641,Direct
20130801,Loss,107214099931,Direct
20130801,Loss,107214100976,Direct
20130701,Loss,107214098179,Indirect
20130630,Loss,107214098239,Direct
20130701,Converted,107214105420,Indirect
20130517,Loss,107214162374,Indirect
20130501,Converted,107214757541,Direct
20130415,Loss,107214757908,Indirect
20130801,Loss,107214755602,Direct
20130401,Loss,107214743065,Indirect
20130401,Loss,107214763636,Direct
20130701,Loss,107214772405,Direct
20130701,Converted,107214772569,Indirect
20130701,Loss,107214772919,Indirect
20130701,Loss,107214769952,Direct
20130601,Loss,107214770033,Direct
20130801,Loss,107214773161,Direct
20130615,Loss,107214773681,Direct
20130701,Loss,107214778135,Direct
20130701,Loss,107214778655,Direct
20130701,Loss,107214787128,Direct
20130601,Loss,107214787418,Indirect
20130701,Loss,107214777532,Indirect
20130701,Converted,107214777609,Indirect
20130701,Loss,107214779778,Indirect
20130701,Converted,107214781321,Direct
20130801,Loss,107214916413,Direct
20130701,Loss,107214793962,Indirect
20130601,Loss,107214819800,Indirect
20130701,Converted,107214806950,Direct
20130801,Loss,107214830960,Direct
20130701,Loss,107214850370,Direct
20130319,Loss,107214914408,Indirect
20130501,Loss,107215435791,Direct
20130701,Converted,107215292200,Indirect
20130701,Loss,107215172570,Direct
20130701,Loss,107215210000,Indirect
20130701,Loss,107212899745,Direct
20130304,Loss,107215848228,Indirect
20130601,Converted,107215283507,Direct
20130601,Loss,107215351500,Indirect
20130701,Loss,107215290714,Direct
20130801,Converted,107215295108,Indirect
20130701,Loss,107215292950,Indirect
20130601,Loss,107215300000,Indirect
20130701,Converted,107215318430,Indirect
20130501,Loss,107215320444,Indirect
20130701,Loss,107215320674,Indirect
20130701,Loss,107215320800,Direct
20130701,Loss,107215327363,Indirect
20130521,Loss,107458305732,Indirect
20130501,Loss,107215849860,Direct
20130601,Loss,107215451471,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Converted,107212899745,Direct
20130701,Converted,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Converted,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Loss,107212899745,Direct
20130701,Converted,107212899745,Direct
20130701,Converted,107212899745,Direct
20130601,Loss,107215480975,Direct
20130701,Loss,107215872178,Direct
20130801,Loss,107210417311,Direct
20130701,Loss,107215794076,Indirect
20130701,Loss,107215874183,Indirect
20130801,Converted,107215877891,Direct
20130801,Loss,107215891046,Direct
20130624,Loss,107215895067,Direct
20130801,Converted,107215901945,Direct
20130501,Loss,101739981633,Direct
20130601,Loss,107215902838,Indirect
20130701,Loss,107215917403,Indirect
20130601,Loss,107216781213,Direct
20130701,Loss,107215914669,Direct
20130701,Loss,107215915031,Indirect
20130701,Loss,107215916964,Indirect
20130601,Loss,107216767319,Indirect
20130524,Loss,107216313104,Direct
20130601,Loss,107216069897,Direct
20130701,Loss,107212899745,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130601,Loss,107196944469,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130501,Loss,107181083409,Direct
20130430,Loss,107216118905,Direct
20130426,Loss,107216322770,Direct
20130426,Loss,107216340236,Direct
20130601,Loss,107216378894,Direct
20130401,Loss,107216566160,Direct
20130401,Loss,107216566220,Direct
20130801,Loss,107216509155,Direct
20130601,Loss,107216640180,Direct
20130601,Loss,107216640300,Indirect
20130601,Loss,107216649815,Indirect
20130601,Loss,107211571267,Direct
20130701,Loss,107216537536,Indirect
20130801,Loss,107212196950,Direct
20130731,Loss,107217929400,Direct
20130413,Converted,107216672292,Indirect
20130601,Converted,107216629184,Direct
20130701,Loss,107216793914,Indirect
20130701,Converted,107216814131,Indirect
20130701,Loss,107216932801,Direct
20130701,Loss,107217049017,Direct
20130601,Loss,107217074080,Direct
20130701,Loss,107217168673,Direct
20130701,Loss,101837374950,Direct
20130701,Loss,107217146803,Indirect
20130701,Converted,107217225721,Indirect
20130701,Loss,107217322861,Direct
20130701,Loss,107217474192,Indirect
20130701,Loss,107217522028,Direct
20130701,Converted,107217532200,Indirect
20130701,Loss,107217568496,Indirect
20130701,Loss,107217578891,Indirect
20130701,Loss,107217608008,Indirect
20130701,Converted,107217792012,Indirect
20130701,Loss,107217707957,Indirect
20130801,Loss,107217721791,Direct
20130307,Loss,107217937150,Direct
20130801,Loss,107217761603,Direct
20130801,Loss,107217769415,Direct
20130701,Loss,107217762896,Direct
20130701,Loss,107217795140,Indirect
20130701,Loss,107217794318,Indirect
20130701,Loss,107217857912,Direct
20130710,Loss,107217863367,Direct
20130801,Loss,107217863427,Direct
20130701,Loss,107217866101,Indirect
20130701,Loss,107217880006,Indirect
20130701,Loss,107217886256,Indirect
20130701,Loss,107217873012,Indirect
20130701,Loss,107217873182,Indirect
20130601,Converted,107217873472,Direct
20130601,Loss,107217878736,Direct
20130701,Loss,107217884470,Direct
20130701,Loss,107217897024,Indirect
20130801,Converted,107217913668,Direct
20130701,Loss,107217913898,Direct
20130701,Loss,107217917169,Direct
20130601,Loss,107217919004,Direct
20130701,Loss,107217861581,Indirect
20130707,Converted,107217916106,Indirect
20130801,Loss,107212225567,Direct
20130701,Loss,101837342498,Direct
20130701,Loss,107217947555,Direct
20130601,Loss,107217977881,Indirect
20130312,Loss,107217969901,Direct
20130801,Converted,107218169203,Direct
20130801,Loss,107218169427,Direct
20130401,Loss,107218120680,Direct
20130401,Loss,107218794289,Direct
20130701,Loss,107218353208,Indirect
20130701,Loss,107218359518,Indirect
20130701,Loss,107218468319,Indirect
20130701,Loss,107218471675,Indirect
20130701,Loss,107218477011,Direct
20130701,Converted,107218596218,Direct
20130701,Loss,107218615980,Indirect
20130701,Loss,107218587001,Indirect
20130701,Loss,107218588638,Unknown
20130701,Converted,107218588868,Indirect
20130701,Loss,107218601043,Indirect
20130701,Loss,107218614703,Direct
20130701,Loss,107218623620,Indirect
20130701,Loss,107218623850,Indirect
20130701,Loss,107218623910,Indirect
20130701,Loss,107218824719,Indirect
20130601,Converted,107218849263,Direct
20130701,Loss,107218787361,Direct
20130701,Loss,107219302472,Indirect
20130701,Converted,107219293916,Indirect
20130701,Loss,107219275060,Indirect
20130701,Loss,107219298470,Direct
20130701,Converted,107219301870,Indirect
20130701,Loss,107219317901,Indirect
20130701,Loss,107219322173,Indirect
20130701,Loss,107219323066,Indirect
20130801,Loss,107219366006,Indirect
20130701,Loss,107219361322,Indirect
20130701,Loss,107219373673,Direct
20130701,Loss,107219371958,Indirect
20130501,Loss,107219602197,Direct
20130601,Loss,107219494715,Indirect
20130601,Loss,107219494885,Indirect
20130801,Loss,107219551063,Direct
20130701,Loss,107219386397,Direct
20130701,Loss,107219378937,Indirect
20130701,Loss,107219380130,Direct
20130701,Loss,107219378067,Direct
20130701,Loss,107219387860,Indirect
20130615,Loss,107219595416,Direct
20130801,Loss,107219595646,Direct
20130701,Loss,107219382146,Indirect
20130701,Loss,107186356770,Indirect
20130801,Loss,107219535963,Indirect
20130801,Loss,107219369594,Direct
20130310,Converted,107219687124,Direct
20130601,Converted,107219511951,Direct
20130707,Loss,107220164977,Direct
20130801,Loss,107219439202,Direct
20130607,Loss,107219590962,Indirect
20130501,Loss,107219635311,Direct
20130608,Loss,107219672045,Indirect
20130414,Loss,107219682670,Direct
20130403,Loss,107219731629,Direct
20130701,Loss,107219810323,Indirect
20130701,Loss,107219810843,Direct
20130701,Loss,107219810903,Direct
20130501,Converted,107220429973,Direct
20130701,Loss,107217882175,Direct
20130601,Loss,107219867910,Indirect
20130701,Converted,107220325854,Indirect
20130601,Loss,107219888443,Direct
20130525,Loss,107220204642,Indirect
20130701,Loss,107220317694,Direct
20130501,Loss,107220188759,Direct
20130701,Loss,107221561812,Indirect
20130701,Loss,107222079550,Indirect
20130701,Loss,107221191516,Indirect
20130701,Converted,107220386590,Direct
20130701,Loss,107220588571,Indirect
20130701,Loss,107220611382,Direct
20130701,Loss,107220682353,Direct
20130701,Converted,107220755773,Direct
20130701,Loss,107220763123,Direct
20130701,Loss,107220767894,Direct
20130701,Converted,107220771000,Direct
20130701,Loss,107220893848,Indirect
20130701,Loss,107220924307,Direct
20130701,Loss,107220949075,Direct
20130701,Converted,107221022972,Direct
20130701,Loss,107221032858,Direct
20130701,Loss,107221044399,Direct
20130701,Loss,107221061541,Direct
20130701,Loss,107223989610,Direct
20130701,Loss,107221072250,Indirect
20130701,Loss,107221091878,Direct
20130701,Loss,107221173180,Indirect
20130701,Loss,107221173240,Indirect
20130701,Loss,107221175606,Indirect
20130701,Loss,107221201545,Indirect
20130701,Loss,107221224954,Indirect
20130701,Loss,107221237448,Indirect
20130701,Loss,107221236615,Direct
20130701,Loss,107221253128,Indirect
20130601,Loss,107221249799,Direct
20130701,Converted,107221252985,Indirect
20130701,Loss,107221250740,Direct
20130701,Loss,107221254607,Indirect
20130412,Loss,107221283744,Direct
20130601,Loss,107222104726,Direct
20130701,Loss,107222105039,Direct
20130701,Loss,107222140277,Indirect
20130427,Loss,107221619925,Indirect
20130527,Loss,107221633530,Indirect
20130701,Loss,107221710399,Direct
20130701,Loss,107221819021,Direct
20130701,Loss,107221837527,Direct
20130801,Loss,107221874830,Direct
20130701,Loss,107221911548,Indirect
20130701,Loss,107221968264,Indirect
20130701,Loss,107222000197,Direct
20130601,Loss,107222061632,Indirect
20130701,Loss,107222061709,Indirect
20130701,Loss,107222061862,Indirect
20130408,Converted,107222120286,Indirect
20130601,Converted,107222151565,Direct
20130601,Converted,107222151625,Direct
20130701,Loss,107222180905,Direct
20130701,Loss,107222648580,Direct
20130701,Loss,107222253099,Indirect
20130701,Loss,107222387434,Direct
20130701,Loss,107222454538,Direct
20130701,Loss,107222563629,Indirect
20130701,Loss,107222611044,Indirect
20130701,Loss,107222627996,Indirect
20130701,Loss,107222721778,Direct
20130701,Converted,107222898933,Direct
20130701,Loss,107223080821,Indirect
20130701,Loss,107223080991,Indirect
20130801,Loss,107223075040,Direct
20130701,Converted,107219372320,Direct
20130701,Loss,107223083660,Direct
20130701,Loss,107223088343,Indirect
20130701,Loss,107223428193,Direct
20130501,Loss,107223345248,Direct
20130601,Loss,107223146804,Direct
20130501,Loss,107223127356,Direct
20130601,Loss,107223157392,Indirect
20130309,Loss,107223421400,Direct
20130401,Loss,107223900431,Direct
20130701,Loss,107223375054,Direct
20130701,Loss,107223378822,Indirect
20130701,Loss,107223397707,Indirect
20130731,Converted,107223419780,Indirect
20130701,Loss,107223429206,Direct
20130511,Loss,107223496496,Direct
20130801,Loss,107221981856,Direct
20130701,Loss,107223764005,Direct
20130701,Loss,107223773808,Indirect
20130701,Loss,107223773961,Indirect
20130701,Converted,107224038117,Indirect
20130401,Loss,107223813637,Direct
20130701,Loss,107223972301,Indirect
20130701,Loss,107223767647,Direct
20130701,Loss,107223973648,Direct
20130614,Loss,107224118164,Indirect
20130406,Loss,107223875495,Indirect
20130601,Loss,107223950239,Indirect
20130601,Loss,107224090448,Direct
20130701,Loss,107223897321,Unknown
20130701,Converted,107223961007,Direct
20130701,Loss,107223965488,Indirect
20130701,Loss,107224013502,Indirect
20130615,Loss,107224013442,Direct
20130801,Loss,107224013672,Direct
20130701,Loss,107224042426,Direct
20130701,Loss,107224058108,Direct
20130701,Loss,107224060111,Indirect
20130701,Loss,107224028171,Indirect
20130701,Loss,107224036791,Indirect
20130701,Loss,107224040640,Indirect
20130701,Loss,107224046447,Direct
20130801,Converted,107224064652,Direct
20130701,Loss,107224064882,Direct
20130801,Loss,107224073645,Direct
20130401,Loss,107225269853,Direct
20130601,Loss,107225477340,Direct
20130701,Loss,107216854633,Direct
20130701,Loss,107224254453,Direct
20130601,Loss,107224692302,Indirect
20130517,Loss,107224701679,Indirect
20130701,Loss,107225303722,Direct
20130601,Loss,107224611456,Indirect
20130401,Loss,107145076308,Direct
20130421,Loss,107225368609,Indirect
20130617,Loss,107225368905,Indirect
20130701,Loss,107224342660,Direct
20130701,Loss,107224452414,Indirect
20130701,Loss,107224580023,Direct
20130614,Loss,107224786026,Indirect
20130701,Loss,107224659010,Direct
20130701,Loss,107224654336,Direct
20130701,Loss,107224674103,Direct
20130525,Loss,107224621791,Indirect
20130601,Loss,107225304265,Direct
20130801,Loss,107225147759,Direct
20130701,Loss,107225385631,Indirect
20130608,Loss,107225362802,Direct
20130701,Loss,107225403990,Indirect
20130603,Converted,107225382673,Indirect
20130625,Converted,107225387127,Direct
20130801,Loss,107225418320,Direct
20130801,Loss,107225406729,Direct
20130701,Converted,107225421166,Direct
20130801,Converted,107225397002,Indirect
20130801,Loss,107225404653,Indirect
20130531,Loss,107225414769,Indirect
20130615,Loss,107225420853,Indirect
20130701,Loss,107225425017,Direct
20130801,Loss,107225460605,Direct
20130701,Loss,107225446060,Direct
20130801,Converted,107225461898,Direct
20130701,Loss,107225565787,Indirect
20130501,Converted,107225964607,Direct
20130701,Loss,107226018308,Direct
20130701,Loss,107226023960,Direct
20130701,Loss,107226029536,Direct
20130701,Loss,107226013914,Direct
20130801,Loss,107226014227,Indirect
20130801,Converted,107226015630,Indirect
20130801,Loss,107226042258,Direct
20130701,Loss,107226057403,Indirect
20130801,Loss,107226047681,Direct
20130801,Converted,107226044613,Indirect
20130701,Loss,107226053196,Direct
20130801,Converted,107226053836,Direct
20130701,Loss,107226076145,Indirect
20130701,Converted,107226074590,Direct
20130701,Converted,107226117163,Indirect
20130801,Loss,107226061066,Indirect
20130801,Loss,107226077268,Direct
20130601,Loss,107628254845,Indirect
20130617,Loss,107226728180,Indirect
20130601,Loss,107226098371,Direct
20130701,Loss,107226103617,Direct
20130701,Loss,107226141300,Indirect
20130701,Loss,107226232119,Indirect
20130701,Converted,107226235017,Direct
20130701,Loss,107226317940,Indirect
20130601,Loss,107226426970,Indirect
20130701,Loss,107226438111,Indirect
20130801,Loss,107226441308,Indirect
20130801,Loss,107280799781,Direct
20130801,Converted,107226446501,Direct
20130801,Loss,107226486363,Direct
20130801,Loss,107226486653,Direct
20130801,Converted,107226486713,Indirect
20130701,Converted,107226466509,Indirect
20130801,Converted,107226480627,Direct
20130801,Loss,107226483695,Direct
20130701,Loss,107226474472,Indirect
20130701,Loss,107226476904,Direct
20130801,Loss,107226475885,Direct
20130701,Loss,107226484648,Direct
20130601,Loss,107226499503,Indirect
20130801,Loss,107226541636,Indirect
20130701,Loss,107226584516,Indirect
20130701,Loss,107226975636,Indirect
20130701,Loss,107226978534,Indirect
20130801,Loss,107226610165,Indirect
20130629,Converted,107226999878,Direct
20130701,Loss,107226958483,Direct
20130701,Loss,107187017767,Indirect
20130601,Loss,107226964118,Direct
20130331,Loss,107226838684,Direct
20130501,Loss,107226957710,Direct
20130701,Loss,107226965690,Indirect
20130701,Converted,107227077649,Indirect
20130501,Converted,107226939505,Direct
20130414,Loss,107226956768,Indirect
20130507,Loss,107227045603,Indirect
20130801,Loss,107226993491,Indirect
20130601,Loss,107227177227,Indirect
20130601,Loss,107227126827,Direct
20130701,Loss,107223361804,Indirect
20130624,Converted,107227162958,Indirect
20130601,Loss,107227718396,Indirect
20130701,Loss,107227246046,Direct
20130621,Loss,107227714205,Indirect
20130617,Loss,107227265724,Indirect
20130621,Converted,107227715618,Indirect
20130701,Loss,107227617465,Direct
20130701,Converted,107228061248,Indirect
20130801,Loss,107227621834,Direct
20130801,Loss,107227647331,Direct
20130801,Loss,107227654839,Direct
20130801,Loss,107227655081,Direct
20130701,Loss,107227665837,Indirect
20130701,Loss,107227674300,Indirect
20130701,Loss,107227671921,Indirect
20130801,Loss,107227688502,Direct
20130801,Loss,107228049419,Direct
20130801,Loss,107227675422,Direct
20130801,Converted,107227676255,Direct
20130801,Loss,107227677208,Direct
20130701,Loss,107227685998,Indirect
20130701,Loss,107227686070,Indirect
20130801,Loss,107227805310,Direct
20130701,Loss,107227813060,Indirect
20130701,Loss,107227804718,Direct
20130701,Loss,107227805020,Direct
20130616,Loss,107227841731,Indirect
20130430,Loss,107228017187,Indirect
20130624,Loss,107227883149,Indirect
20130601,Converted,107228140172,Indirect
20130627,Loss,107228116162,Direct
20130627,Loss,107228155601,Direct
20130627,Loss,107228166830,Direct
20130601,Loss,107228109185,Indirect
20130701,Loss,107228109535,Indirect
20130701,Converted,107228233063,Direct
20130701,Loss,107228236191,Direct
20130701,Loss,107228236908,Direct
20130801,Loss,107228048176,Direct
20130701,Loss,107228066441,Direct
20130701,Loss,107228068747,Direct
